"code","iso","country","SPI.raw.1980","SPI.raw.1981","SPI.raw.1982","SPI.raw.1983","SPI.raw.1984","SPI.raw.1985","SPI.raw.1986","SPI.raw.1987","SPI.raw.1988","SPI.raw.1989","SPI.raw.1990","SPI.raw.1991","SPI.raw.1992","SPI.raw.1993","SPI.raw.1994","SPI.raw.1995","SPI.raw.1996","SPI.raw.1997","SPI.raw.1998","SPI.raw.1999","SPI.raw.2000","SPI.raw.2001","SPI.raw.2002","SPI.raw.2003","SPI.raw.2004","SPI.raw.2005","SPI.raw.2006","SPI.raw.2007","SPI.raw.2008","SPI.raw.2009","SPI.raw.2010","SPI.raw.2011","SPI.raw.2012","SPI.raw.2013","SPI.raw.2014","SPI.raw.2015","SPI.raw.2016","SPI.raw.2017","SPI.raw.2018","SPI.raw.2019"
196,"CYP","Cyprus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,"CZE","Czech Republic",99.4512089965563,99.7645245311375,99.7851057422419,99.7880326200241,99.7880326200241,99.7880326200241,99.7880326200241,99.8174398714917,99.8247738100048,99.8262751870936,99.8262751870936,99.8262751870936,99.8264641537106,99.8279353002606,99.8279353002606,99.8279353002606,99.8338021549147,99.8338021549147,99.8543848023149,99.8632157061255,99.8676055855918,99.8720204761791,99.8822975869366,99.8822975869366,99.99997081032,99.99997081032,99.99997081032,99.99997081032,99.99997081032,99.99997081032,99.99997081032,99.99997081032,99.99997081032,99.99997081032,99.99997081032,99.99997081032,99.99997081032,99.99997081032,99.99997081032,99.99997081032
180,"COD","Dem. Rep. Congo",82.8642331230932,82.8642331230932,82.8642331230932,82.8764434323656,82.8764434323656,82.8764434323656,82.8764434323656,82.8764434323656,82.8764434323656,82.8764434323656,82.8764434323656,82.8806234387833,85.1602926761837,85.1605530334835,85.1605530334835,85.1605530334835,85.1605530334835,85.1605530334835,85.1605530334835,85.1605530334835,85.1605530334835,85.1605530334835,85.1606535449024,85.1606535449024,85.1606535449024,85.1606535449024,85.7774585440496,85.7774585440496,85.7774585440496,85.7774585440496,85.7774585440496,86.1724260189125,86.1871262602308,86.1871262602308,86.1871262602308,86.1871262602308,86.2003666441564,86.2003666441564,86.2003666441564,86.2003666441564
208,"DNK","Denmark",77.1578924972754,78.3606470112681,78.569888547931,88.2305514981044,88.5737114733134,89.2984130588364,89.3870811373757,89.4467466042191,89.6705216208893,89.9542786307121,90.3455744622155,90.3455744622155,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
262,"DJI","Djibouti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.9125778669297,32.9125778669297,32.9125778669297,32.9125778669297,32.9125778669297,32.9125778669297,32.9125778669297
212,"DMA","Dominica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,"DOM","Dominican Republic",3.13209827159013,3.13209827159013,3.13209827159013,28.9443790735251,28.9443790735251,28.9443790735251,28.9443790735251,28.9443790735251,28.9443790735251,28.9443790735251,28.9443790735251,28.9443790735251,28.9443790735251,28.9443790735251,28.9443790735251,28.9443790735251,28.9443790735251,28.9443790735251,28.9443790735251,28.9443790735251,28.9443790735251,28.9443790735251,28.9443790735251,28.9443790735251,84.9567274456978,84.9567274456978,84.9567274456978,84.9567274456978,84.9567274456978,86.7564452894499,86.7564452894499,87.1824314487924,87.1824314487924,87.1824314487924,87.1824314487924,87.1824314487924,87.1970175777657,87.1970175777657,87.1970175777657,87.1970175777657
218,"ECU","Ecuador",0,0,0,6.20596273733417,6.24996584418431,6.8430812717687,6.8430812717687,8.71284665996854,8.71284665996854,8.71284665996854,8.71284665996854,8.71284665996854,15.5293651281723,20.2529967753919,25.5064417514962,25.5064417514962,46.2165181869928,46.2165181869928,46.2165181869928,46.3590501415427,46.3590501415427,46.3590501415427,46.3590501415427,47.4384485389774,51.4248457222045,51.4248457222045,51.7319093584203,51.7337505519105,51.7337505519105,51.7337505519105,56.4808031858503,56.5394369597399,57.2002814260663,57.2002814260663,57.409114195367,57.409114195367,57.4557145967178,65.6591705323161,66.0539904145076,66.0539904145076
818,"EGY","Egypt",0,0,0,0,0,0,1.03667834636716,1.03667834636716,1.03667834636716,26.8042085842946,26.8042085842946,26.8042085842946,26.8903355134337,26.8903355134337,26.8903355134337,26.8903355134337,58.9657782374136,58.9657782374136,61.7249991928392,61.9794469152319,61.9794469152319,61.9794469152319,65.0028208575722,65.0603292732655,65.0603292732655,65.0603292732655,65.0603292732655,65.0791123367072,65.0791123367072,65.0791123367072,65.0791123367072,65.0791123367072,65.0791123367072,65.0791123367072,65.0791123367072,65.0791123367072,65.0791123367072,65.0791123367072,65.0791123367072,65.0791123367072
222,"SLV","El Salvador",0.337691914434115,0.337691914434115,0.337691914434115,0.337691914434115,0.337691914434115,0.337691914434115,0.337691914434115,0.911066060988294,0.911066060988294,0.911066060988294,0.911066060988294,0.911066060988294,0.911066060988294,0.911066060988294,0.911066060988294,0.911066060988294,0.911066060988294,2.76874463347123,2.76874463347123,2.76874463347123,2.76874463347123,2.76874463347123,2.76874463347123,2.76874463347123,2.76874463347123,2.76874463347123,2.76874463347123,8.98598616387816,18.2033754372651,21.0779642475825,26.0990332175712,26.178462714329,26.178462714329,26.178462714329,26.178462714329,26.178462714329,26.178462714329,26.178462714329,26.178462714329,26.178462714329
226,"GNQ","Equatorial Guinea",1.80075200073732,1.80075200073732,1.80075200073732,1.80075200073732,1.80075200073732,1.80075200073732,1.80075200073732,1.80075200073732,1.80075200073732,1.80075200073732,37.7538777022949,37.7538777022949,37.7538777022949,37.7538777022949,37.7538777022949,37.7538777022949,37.7538777022949,37.7538777022949,37.7538777022949,37.7538777022949,75.6477570954075,75.6477570954075,75.6477570954075,75.6477570954075,75.6477570954075,75.6477570954075,75.6477570954075,75.6477570954075,75.6477570954075,75.6477570954075,75.6477570954075,75.6477570954075,75.6477570954075,75.6477570954075,75.6477570954075,75.6477570954075,75.6477570954075,75.6477570954075,75.6477570954075,75.6477570954075
232,"ERI","Eritrea",55.5817553549655,55.5817553549655,55.5817553549655,55.5817553549655,55.5817553549655,55.5817553549655,55.5817553549655,55.5817553549655,55.5817553549655,55.5817553549655,55.5817553549655,55.5817553549655,55.5817553549655,55.5817553549655,55.5817553549655,55.5817553549655,55.5817553549655,55.5817553549655,55.5817553549655,55.5817553549655,55.5817553549655,55.5817553549655,55.5817553549655,55.5817553549655,55.5817553549655,55.5817553549655,55.5817553549655,55.8311081775672,55.8311081775672,55.8311081775672,55.8311081775672,55.8311081775672,55.8311081775672,55.8311081775672,55.8311081775672,55.8311081775672,55.8311081775672,55.8311081775672,55.8311081775672,55.8311081775672
233,"EST","Estonia",71.5561573101747,71.7739191059058,71.7739191059058,71.7739191059058,71.7739191059058,72.4752724379832,72.4752724379832,72.4752724379832,72.4752724379832,72.4752724379832,72.6893344780221,74.441918926367,78.4034027177058,78.4034027177058,78.4034027177058,78.4034027177058,87.9775755425209,87.9775755425209,87.9775755425209,90.9008774315102,90.9608316533505,96.0738265883147,96.0738265883147,99.9331251123644,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
748,"SWZ","Eswatini",53.3116681232462,53.3116681232462,53.3116681232462,53.3116681232462,53.3116681232462,57.2935890238733,57.2935890238733,57.2935890238733,57.2935890238733,57.2935890238733,57.2935890238733,57.2935890238733,57.2935890238733,57.2935890238733,57.9506825246733,57.9506825246733,57.9506825246733,57.9506825246733,57.9506825246733,57.9506825246733,57.9506825246733,57.9506825246733,57.9506825246733,57.9506825246733,57.9506825246733,57.9506825246733,57.9506825246733,57.9506825246733,57.9506825246733,57.9506825246733,57.9506825246733,57.9506825246733,57.9506825246733,57.9506825246733,57.9506825246733,59.3162034669224,59.3162034669224,59.3162034669224,59.3162034669224,59.3162034669224
231,"ETH","Ethiopia",78.0102242713804,78.0102242713804,78.0102242713804,78.3191122078521,78.3191122078521,80.4148166859786,80.4148166859786,80.4148166859786,80.4148166859786,80.4249697278414,80.4249697278414,80.4249697278414,80.4249697278414,80.4249697278414,80.4249697278414,80.4249697278414,80.4249697278414,80.4249697278414,80.4249697278414,80.4249697278414,80.4249697278414,80.4249697278414,80.4249697278414,80.4249697278414,80.4249697278414,80.4249697278414,80.984779568305,80.999348094633,80.999348094633,80.999348094633,80.999348094633,80.999348094633,80.999348094633,81.0068619314729,81.0068619314729,81.0068619314729,81.0068619314729,81.0068619314729,81.0068619314729,81.0068619314729
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",7.38347793035042,7.38347793035042,7.38347793035042,7.38347793035042,7.38347793035042,7.38347793035042,7.71485825843903,7.71485825843903,7.71485825843903,8.94099628870649,10.8134119219125,11.0507005065692,11.0507005065692,11.0507005065692,11.0507005065692,11.0507005065692,11.0507005065692,11.0507005065692,11.0507005065692,11.0507005065692,11.0507005065692,11.0507005065692,11.0507005065692,11.0507005065692,11.8069372068405,11.9341435266982,18.9678297566525,18.9678297566525,18.9678297566525,18.9678297566525,18.9678297566525,18.9678297566525,18.9678297566525,18.9678297566525,18.9678297566525,18.9678297566525,18.9678297566525,18.9678297566525,18.9678297566525,18.9678297566525
246,"FIN","Finland",88.3303209467002,93.6693268885167,93.7922464115677,93.9168564914478,94.0127995083921,94.3505151308123,94.4423909278617,94.537265343512,95.7789255813299,95.8344992002283,95.9847568111675,96.0481068124114,96.0703628978841,96.173185859902,96.2758310411791,96.3336546035315,96.3668890609008,96.5323399201085,98.0583510456063,98.1197122917425,98.2991108429777,98.3521604511857,98.447383384681,98.5271676860684,98.6002243967361,98.7017664429472,98.8151145992638,98.9525451016239,99.0418595598308,99.1576894594846,99.2357870358841,99.3378341213911,99.4095469660043,99.4825815513679,99.6035850646157,99.6053525836728,99.6206699857555,99.6400284964908,99.6447333203836,99.6447333203836
250,"FRA","France",92.6451921297176,92.6831393722031,92.7478651097676,92.7945363132672,93.0118971006106,93.1105032517915,93.6160105347195,93.6948922849664,93.7129003855884,93.995870483758,94.0169698007726,94.1475084038685,94.2106981583341,94.3284881641233,94.3727527986213,94.8209133835685,94.9294596504339,94.9497602453892,96.6959996662757,97.5336737094094,97.5370025736,97.5591863168729,97.5704685963454,97.5804093598711,97.5804093598711,97.5804093598711,97.6171621476954,97.6171621476954,97.6171621476954,99.9564585093732,99.9564585093732,99.9564585093732,99.9564585093732,99.9564585093732,99.9564585093732,99.9564585093732,99.9564585093732,99.9564585093732,99.961323830092,99.961323830092
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",70.2090471652912,70.2090471652912,70.2090471652912,70.2090471652912,70.2090471652912,70.2090471652912,70.2090471652912,70.2090471652912,70.2090471652912,70.2090471652912,70.2090471652912,70.2090471652912,70.2090471652912,70.2090471652912,70.2090471652912,70.2090471652912,70.2090471652912,70.2090471652912,71.3132162153014,71.3132162153014,71.3623895108714,71.3623895108714,90.6018312762474,90.6018312762474,90.6018312762474,90.6295309852789,90.6295309852789,90.6295309852789,90.6295309852789,90.6295309852789,90.6295309852789,90.6295309852789,90.6295309852789,90.6295309852789,90.6295309852789,90.6295309852789,90.6295309852789,90.6295309852789,90.6295309852789,90.6295309852789
270,"GMB","Gambia",24.9043344515805,24.9043344515805,24.9043344515805,24.9043344515805,24.9043344515805,24.9043344515805,32.1168127804202,40.0252816084381,40.0252816084381,40.0252816084381,40.0252816084381,40.0252816084381,40.0252816084381,40.6056093316856,40.6056093316856,40.6056093316856,47.9270632474273,47.9270632474273,47.9270632474273,47.9270632474273,47.9270632474273,47.9270632474273,47.9270632474273,47.9270632474273,47.9270632474273,47.9270632474273,47.9270632474273,48.3264452899567,48.3264452899567,48.3264452899567,48.3264452899567,48.3264452899567,48.3264452899567,48.3264452899567,48.3264452899567,48.3264452899567,48.3264452899567,48.3264452899567,48.3264452899567,48.3264452899567
268,"GEO","Georgia",29.146578640245,29.146578640245,29.146578640245,29.7776355012307,29.7776355012307,29.7776355012307,30.4925384944904,30.4925384944904,30.4925384944904,30.4925384944904,30.4925384944904,30.4925384944904,30.4925384944904,30.4925384944904,30.4925384944904,43.1379177881322,44.871566940021,44.871566940021,44.9748304015324,44.9748304015324,44.9748304015324,44.9748304015324,44.9748304015324,55.6404811444767,55.6404811444767,55.6404811444767,57.4005130368447,70.7499590032819,70.7499590032819,70.8294801397925,70.8294801397925,72.272305500562,73.2603366916926,73.7753374853989,75.5839453449044,75.5839453449044,75.7370108649198,75.7370108649198,75.7370108649198,75.8224031107781
276,"DEU","Germany",98.3863357025371,98.4008425494808,98.4550761025371,98.5977408397873,98.640921445924,98.7415575755493,98.7578381354382,98.7593672694909,98.7807283477651,98.7948288325901,98.8218346950923,98.8310022908603,98.8639097085543,98.8870276305885,98.9034944901064,98.9682250572528,99.3930427986841,99.4451348471314,99.4555551108413,99.4755535028771,99.5238850656773,99.6466624143941,99.6629571903113,99.6732050846211,99.7677524890205,99.7699498540101,99.7878044560713,99.8299924859515,99.8453865766616,99.8473141423828,99.8605889284333,99.8930417274317,99.8930417274317,99.914400432738,99.914400432738,99.914400432738,99.914400432738,99.914400432738,99.914400432738,99.914400432738
288,"GHA","Ghana",88.9303299134733,88.9303299134733,88.9303299134733,88.9303299134733,88.9303299134733,88.9303299134733,88.9303299134733,88.9303299134733,88.9303299134733,88.9303299134733,88.9303299134733,88.9303299134733,88.9303299134733,88.9303299134733,88.9303299134733,88.9303299134733,88.9303299134733,88.9303299134733,88.9303299134733,88.9303299134733,88.9303299134733,88.9303299134733,88.9303299134733,88.9303299134733,88.9303299134733,88.9303299134733,88.9303299134733,88.9303299134733,88.9303299134733,88.9303299134733,88.9303299134733,88.9303299134733,88.9303299134733,88.9303299134733,88.9303299134733,88.9303299134733,88.9303299134733,88.9303299134733,88.9303299134733,88.9303299134733
300,"GRC","Greece",6.84332257793859,6.84332257793859,6.84332257793859,6.85047286868611,7.09013124308089,7.72665868821351,7.72665868821351,19.0362090221124,26.3296060478392,26.4686211458535,26.4686211458535,26.4686211458535,26.4686211458535,26.4686211458535,26.4686211458535,26.6156876745881,52.0031254949616,66.1871697896817,66.7714451931264,71.9406977314376,71.9406977314376,76.4648222060759,84.1742566018491,84.1742566018491,84.1742566018491,84.1742566018491,84.1802026730197,84.1802026730197,84.3542366442722,84.3542366442723,85.9853639281168,85.9853639281168,85.9853639281168,85.9858798054863,85.9858798054863,85.9858798054863,85.9858798054863,85.9858798054863,85.9858798054863,85.9858798054863
304,"GRL","Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,"GRD","Grenada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320,"GTM","Guatemala",27.2834440867355,27.2834440867355,27.2834440867355,27.2834440867355,27.2834440867355,27.2834440867355,27.2834440867355,27.5256774106167,27.5960616094006,27.6520834493958,37.7237124060911,37.7824662476627,37.8045341504888,37.8045341504888,37.8159356713897,39.5002395966383,43.0521169870709,44.2288074649189,44.99042078518,45.3127299969949,45.7062253630166,46.459775484782,46.9246396111532,47.5346030371459,48.3441460780656,48.7788657165649,51.7759996157213,52.5163191329769,52.783516390311,53.1404006143589,53.8484490430469,54.0159764054541,54.172521013469,54.9781577657268,56.6430287243422,56.6774748010694,56.712756850646,56.7865804032611,56.7865804032611,56.7865804032611
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,"GIN","Guinea",71.2295736737633,71.2295736737633,71.2295736737633,71.2645653918317,71.2645653918317,71.4486485767069,71.4486485767069,71.4486485767069,71.4486485767069,71.4486485767069,71.4486485767069,71.4486485767069,71.4486485767069,71.4486485767069,71.4486485767069,71.4505237384685,71.4505237384685,71.4505237384685,71.4505237384685,71.4505237384685,71.4505237384685,71.4505237384685,71.4505237384685,71.4505237384685,71.4505237384685,71.4505237384685,71.4505237384685,71.4505237384685,71.4505237384685,71.4505237384685,71.5458659334704,71.5599444524334,71.5793374518584,71.5793374518584,71.5793374518584,71.5793374518584,71.5793374518584,71.5793374518584,71.5793374518584,71.5793374518584
624,"GNB","Guinea-Bissau",60.4592262031594,60.4592262031594,60.4592262031594,60.4592262031594,60.4592262031594,60.4592262031594,60.4592262031594,60.4592262031594,60.4592262031594,60.4592262031594,60.4592262031594,60.4592262031594,60.4592262031594,60.4592262031594,60.4592262031594,60.4592262031594,60.4592262031594,60.4592262031594,60.4592262031594,60.4592262031594,73.2582325006902,73.2582325006902,73.2582325006902,73.2582325006902,73.2582325006902,73.2582325006902,73.2582325006902,73.2582325006902,73.2582325006902,73.2582325006902,73.2582325006902,73.2582325006902,73.2582325006902,73.2582325006902,73.2582325006902,73.2582325006902,73.2582325006902,73.2582325006902,73.2582325006902,73.2582325006902
328,"GUY","Guyana",30.3723024064581,30.3723024064581,30.3723024064581,30.3723024064581,30.3723024064581,30.3723024064581,30.3723024064581,30.3723024064581,30.3723024064581,30.5560755250824,30.5560755250824,30.5592128578842,30.5592128578842,30.5592128578842,30.5592128578842,30.8708800428307,49.4853914238535,49.4853914238535,49.4853914238535,49.4853914238535,49.4853914238535,49.4853914238535,49.4853914238535,49.4853914238535,49.4932015029109,49.4932015029109,51.299419884194,53.6240590447475,53.6240590447475,53.6240590447475,53.6240590447475,57.7862923591606,57.7862923591606,57.7862923591606,57.7862923591606,57.7862923591606,57.7862923591606,57.7862923591606,57.7862923591606,57.7862923591606
332,"HTI","Haiti",3.98124732781908,3.98124732781908,3.98124732781908,18.7158835124784,18.7158835124784,18.7158835124784,18.7158835124784,18.7158835124784,18.7158835124784,18.7158835124784,18.7158835124784,18.7158835124784,18.7158835124784,18.7158835124784,18.7158835124784,18.7158835124784,18.7158835124784,18.7158835124784,18.7158835124784,18.7158835124784,18.7158835124784,18.7158835124784,18.7158835124784,18.7158835124784,19.5846502639943,19.5846502639943,19.5846502639943,19.5846502639943,19.5846502639943,20.3019070633241,20.3019070633241,20.3019070633241,20.3019070633241,20.3243459736617,27.1013750083288,30.8922588543112,30.8922588543112,31.0955401318635,31.0955401318635,31.0955401318635
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",30.2658776031133,30.2658776031133,30.2658776031133,30.2714225628773,30.2714225628773,31.0180228954856,31.1428544401122,65.2037859617108,65.2037859617108,65.2037859617108,71.4277590118311,71.439369193768,72.2891404119916,72.2891404119916,72.6347386589328,72.6347386589328,72.6347386589328,72.6347386589328,72.6347386589328,72.6391423248724,72.9504790905872,72.9504790905872,72.9504790905872,72.9504790905872,72.9504790905872,73.6432062529318,74.7144253218236,74.7144253218236,74.7144253218236,74.7144253218236,74.7144253218236,74.7144253218236,75.1929994597649,75.1929994597649,75.1929994597649,75.2065965860037,75.2269029347002,75.2292125351088,75.2354737079141,75.2354737079141
344,"HKG","Hong Kong",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,"HUN","Hungary",88.1985426184283,88.201570221788,88.3850261165337,88.3880755275252,88.9708213175499,89.0936215058445,89.2703489733799,89.9691325156342,90.7124197345123,91.714686407334,92.5634065255409,93.5835600163601,93.741990177522,94.0802693777158,94.0853376098534,94.0950488890318,95.083090478649,97.3559390620576,97.7400808459167,97.9291411709576,97.9417735107213,97.962097603836,97.9745525180134,97.975579713051,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
352,"ISL","Iceland",37.1914670768143,37.1914670768143,37.1914670768143,37.2578038839386,37.2578038839386,53.2059264983893,53.2059264983893,53.2059264983893,54.9751383295757,54.9751383295757,54.9751383295757,54.9751383295757,54.9751383295757,54.9751383295757,54.9751383295757,54.9751383295757,54.9751383295757,54.9751383295757,54.9751383295757,54.9751383295757,54.9751383295757,54.9751383295757,55.0399290217015,55.9630855973747,59.6527607654377,59.6996200350026,59.6996200350026,59.6996200350026,59.6996200350026,92.7319648607236,92.7319648607236,92.7319648607236,92.7319648607236,92.736736837982,92.7399179660155,92.7399179660155,92.7638525649754,92.7638525649754,92.7638525649754,92.7638525649754
356,"IND","India",51.099553655128,52.1521625790364,52.7020494790894,53.1365510131031,54.4030266085532,55.3350582075769,56.2378366533021,58.6255074319422,58.8419341012553,59.1371238741847,59.6251423990611,59.9707356847597,62.5580416546729,62.5803539807703,62.5803539807703,62.5886795204467,62.6001685291068,62.6134887455598,62.774324929883,62.7839557768805,62.7839557768805,62.7839557768805,62.7839557768805,62.824650682895,62.9732694672632,62.9745570574982,62.9745570574982,62.9745570574982,63.011472993812,63.011472993812,63.0134616736123,63.0134616736123,63.0134616736123,63.0134616736123,63.0134616736123,63.0134616736123,63.0134616736123,63.0134616736123,63.0134616736123,63.0134616736123
360,"IDN","Indonesia",70.1173041894957,70.1189723756954,70.2812399285797,70.2813667373528,70.2813667373528,70.2813667373528,70.2813667373528,70.2813667373528,70.2813667373528,70.2813667373528,70.2813667373528,70.2816534862671,70.2838051854516,70.2838051854516,70.2838051854516,70.2838051854516,70.2838051854516,70.9972381939792,71.0609836093585,71.6020247874429,71.6040864827896,71.6050657817497,71.6050657817497,71.6050657817497,71.6072939182326,71.6072939182326,71.607361487594,71.607361487594,71.607361487594,71.7386743906472,71.7386743906472,71.7386743906472,71.7389263318437,71.7389263318437,71.7408042882376,71.7408042882376,71.7408042882376,71.7408042882376,71.7408042882376,71.7408042882376
364,"IRN","Iran",51.9887511444254,51.9887511444254,56.9500198879365,56.9500198879365,56.9666327171155,56.9666327171155,56.9666327171155,57.0870288070196,57.0870288070196,57.0870288070196,57.9760210513773,57.9760210513773,57.9760210513773,58.0396476901937,58.0396476901937,58.8491217029918,59.4168456208829,59.4168456208829,59.4168456208829,59.4168456208829,60.4300465408897,61.0296475774242,61.9196430047483,62.617925654436,62.6321872957883,62.6375549923892,62.6375549923892,62.6375549923892,62.6375549923892,62.6377561594478,62.6377561594478,62.6377561594478,62.6377561594478,62.6377561594478,62.6377561594478,62.6377561594478,62.6377561594478,62.6377561594478,62.6377561594478,62.6377561594478
368,"IRQ","Iraq",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16762784094668,1.16762784094668,1.16762784094668,16.1043063005695,16.1043063005695,16.1043063005695,16.1043063005695,16.1043063005695,16.1043063005695,16.1043063005695,16.1043063005695,19.028676742299,19.028676742299,37.1814042702494,37.1814042702494,37.1814042702494,37.1814042702494,37.1814042702494,37.1814042702494,37.1814042702494
372,"IRL","Ireland",0,0,0,0,0,0,13.8844009314756,15.58929616135,15.58929616135,15.58929616135,15.58929616135,20.5766030387059,20.5766030387059,20.5766030387059,21.3304071694661,72.1183671570934,80.4609272422134,88.5302715475539,91.4019563563355,92.0779370034126,92.3435163894847,92.3669687334199,93.927336576774,93.927336576774,93.9305446424552,94.0718433059303,97.9647290411937,97.9647290411937,97.9676729173396,97.9676729173396,98.0331036910581,98.3707808244979,98.3707808244979,98.3707808244979,98.3780489067217,98.3780489067217,98.3780489067217,98.3780489067217,98.3780489067217,98.3780489067217
833,"IMN","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,"ISR","Israel",28.0118662567753,28.7750905247625,29.1449777142917,29.1449777142917,29.396685794039,29.4623809593923,34.1256979410194,34.1256979410194,34.1999038006039,59.0733841133871,59.0733841133871,59.1780946637196,61.069398449392,61.5553380191951,63.1720142447162,63.1888292417709,63.2040054484736,63.2268712750985,63.2268712750985,63.3164265006631,63.6122739632987,64.1314215532838,64.6159621710308,67.9392259077216,68.5679510946539,69.654446913223,69.684368933642,71.5678430331378,73.1504290016819,73.8466692398842,75.8323941189834,75.9827993139293,75.9868857200891,77.017800422306,77.5417118646727,77.5474546681904,77.7199261755764,79.0873752402552,79.5419033408008,79.647550283836
380,"ITA","Italy",15.0889194531647,15.0889194531647,15.6083186754781,16.3471900232203,17.4496981840322,18.5300556976545,18.5540758351454,21.4274922672595,28.3084446309914,33.0249040061034,33.8730788964374,40.465455657338,40.8632555883784,44.313729883571,44.380706899349,84.7211528265442,85.0118221274708,85.5706730024498,89.4894828397098,89.8147265318792,90.7446156957216,90.7458540680786,90.7951918103742,90.9120052861691,91.2914724988842,91.4061983700467,92.043480549576,92.1380921528977,92.167567747857,94.8603599225368,94.8628334808079,94.8631436635592,94.8978822583137,94.898808742544,94.898808742544,94.898808742544,94.8997376487722,94.9037688114496,94.9037688114496,94.9037688114496
388,"JAM","Jamaica",79.3818791689184,79.3818791689184,79.3818791689184,79.3818791689184,79.3818791689184,79.3818791689184,79.3818791689184,79.3818791689184,79.3818791689184,79.3818791689184,79.3818791689184,79.3818791689184,79.3818791689184,80.0773496169151,80.0773496169151,80.0773496169151,80.0773496169151,80.4632443744882,80.4839268173793,80.4839268173793,80.4839268173793,80.4839268173793,80.5308158569141,80.5308158569141,80.5308158569141,80.6781323851591,80.720385502583,80.720385502583,80.720385502583,80.720385502583,80.720385502583,80.720385502583,80.720385502583,80.720385502583,80.720385502583,80.720385502583,80.720385502583,80.720385502583,80.720385502583,80.720385502583
392,"JPN","Japan",58.3156512128045,58.5560879038743,58.8524491163507,59.0190631576236,59.2633607967257,59.3017319682473,59.392298347265,59.4924214959075,59.6002657643691,59.8116487476892,59.8933493728891,64.2873003289958,64.4540683461324,64.5380130995951,64.611777592846,64.6618887986375,64.6678899982739,65.0401601444954,65.3371154819644,65.4312779328869,65.4395543457797,65.4572751588426,65.4597432397713,65.5167872044775,65.5230573264178,65.5230573264178,65.5298520070246,65.5328505970616,65.5384790170524,66.5845463370712,66.5928817948104,66.5928817948104,66.5928817948104,69.1272422451967,69.1272422451967,69.1272422451967,69.1272422451967,69.1272422451967,69.1272422451967,69.1272422451967
