"code","iso","country","CCO.raw.1996","CCO.raw.1998","CCO.raw.2000","CCO.raw.2002","CCO.raw.2003","CCO.raw.2004","CCO.raw.2005","CCO.raw.2006","CCO.raw.2007","CCO.raw.2008","CCO.raw.2009","CCO.raw.2010","CCO.raw.2011","CCO.raw.2012","CCO.raw.2013","CCO.raw.2014","CCO.raw.2015","CCO.raw.2016","CCO.raw.2017","CCO.raw.2018"
826,"GBR","United Kingdom",1.980519,2.109126,2.139308,2.055666,2.039183,1.933308,1.901079,1.792327,1.742208,1.682487,1.632727,1.604827,1.616091,1.674153,1.699135,1.738478,1.876371,1.898977,1.843343,1.826577
840,"USA","United States of America",1.571041,1.596428,1.657759,1.924038,1.755439,1.832575,1.545693,1.353316,1.385467,1.450212,1.294352,1.271479,1.269101,1.41072,1.313262,1.376068,1.396935,1.373532,1.381242,1.323218
858,"URY","Uruguay",1.124996,1.079483,0.9251407,0.9126395,1.050345,0.8986151,1.074672,1.114514,1.243985,1.308401,1.238403,1.279333,1.27888,1.355477,1.375125,1.378793,1.316853,1.267499,1.292709,1.265534
860,"UZB","Uzbekistan",-1.128821,-1.158051,-1.052387,-1.030034,-1.090016,-1.134173,-1.226991,-1.004751,-1.031079,-1.063894,-1.268171,-1.297227,-1.370555,-1.30156,-1.263263,-1.185224,-1.261961,-1.168891,-1.159287,-1.068714
548,"VUT","Vanuatu",0.2163094,0.1017004,-0.2819904,-0.2938749,-0.2219644,-0.3243554,0.235829,0.1670396,0.2271524,0.287317,0.3045432,0.2922294,0.2992629,0.3367192,0.2883865,0.4617497,-0.1168138,-0.0959523,0.0057819,-0.1629424
862,"VEN","Venezuela",-0.8629471,-0.9242285,-0.6734996,-1.06225,-1.064031,-0.9815668,-1.028939,-1.042506,-1.113234,-1.16722,-1.192175,-1.22752,-1.173889,-1.268169,-1.314032,-1.399562,-1.391322,-1.353828,-1.364057,-1.467512
704,"VNM","Viet Nam",-0.4897989,-0.4680435,-0.568332,-0.5696136,-0.4990683,-0.734896,-0.7242912,-0.7458543,-0.6293012,-0.7071454,-0.5441679,-0.6235763,-0.6073088,-0.5280005,-0.4782664,-0.4362011,-0.4261965,-0.4524708,-0.583135,-0.4853567
876,"WLF","Wallis and Futuna Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
732,"ESH","Western Sahara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
887,"YEM","Yemen",-0.7437322,-0.9788756,-1.051369,-0.9794725,-0.9378718,-1.081317,-0.8853425,-0.7883423,-0.7903727,-0.7904962,-1.069216,-1.189516,-1.227556,-1.248456,-1.245088,-1.555118,-1.474062,-1.663732,-1.592786,-1.637971
894,"ZMB","Zambia",-0.8406407,-0.7731454,-0.7157777,-0.7307748,-0.5969002,-0.5916286,-0.5917786,-0.5515967,-0.4050106,-0.3910125,-0.4610739,-0.5060785,-0.3963221,-0.2842946,-0.3067903,-0.3422427,-0.3412615,-0.401866,-0.5422128,-0.6561365
716,"ZWE","Zimbabwe",-0.2788472,-0.480248,-0.9821414,-1.22844,-1.245055,-1.333829,-1.309262,-1.358917,-1.401328,-1.355687,-1.355277,-1.368883,-1.401749,-1.368143,-1.404895,-1.391291,-1.310461,-1.259387,-1.273584,-1.235616
