"code","iso","country","CTH.raw.1950","CTH.raw.1951","CTH.raw.1952","CTH.raw.1953","CTH.raw.1954","CTH.raw.1955","CTH.raw.1956","CTH.raw.1957","CTH.raw.1958","CTH.raw.1959","CTH.raw.1960","CTH.raw.1961","CTH.raw.1962","CTH.raw.1963","CTH.raw.1964","CTH.raw.1965","CTH.raw.1966","CTH.raw.1967","CTH.raw.1968","CTH.raw.1969","CTH.raw.1970","CTH.raw.1971","CTH.raw.1972","CTH.raw.1973","CTH.raw.1974","CTH.raw.1975","CTH.raw.1976","CTH.raw.1977","CTH.raw.1978","CTH.raw.1979","CTH.raw.1980","CTH.raw.1981","CTH.raw.1982","CTH.raw.1983","CTH.raw.1984","CTH.raw.1985","CTH.raw.1986","CTH.raw.1987","CTH.raw.1988","CTH.raw.1989","CTH.raw.1990","CTH.raw.1991","CTH.raw.1992","CTH.raw.1993","CTH.raw.1994","CTH.raw.1995","CTH.raw.1996","CTH.raw.1997","CTH.raw.1998","CTH.raw.1999","CTH.raw.2000","CTH.raw.2001","CTH.raw.2002","CTH.raw.2003","CTH.raw.2004","CTH.raw.2005","CTH.raw.2006","CTH.raw.2007","CTH.raw.2008","CTH.raw.2009","CTH.raw.2010","CTH.raw.2011","CTH.raw.2012","CTH.raw.2013","CTH.raw.2014"
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",1721.24,1739.37,1886.36,1807.78,5710.74,6933.51,2827.89,6576.9,4772.1,10468.05,18180.5,31031.66,31349.34,36654.94,54154.53,41543.47,44665.94,35288.87,63742.21,37702.47,45499.95,91685.13,58797.68,79000.27,133227.18,68855.19,71518.22,55398.61,77408.31,78751.26,56326.83,57750.37,65690.12,36954.48,59897.07,108028.64,142587.22,86823.14,115418.49,89036.54,74147.73,68047.24,53088.71,67265.19,69092.07,73951.62,84241.42,62040.4,61071.41,93321.98,87094.86,92739.44,83572.34,84020.02,70130.92,78978.99,73566.77,65178.66,66042.77,67667.2,57620.2,57740.69,59877.81,59333.26,38535.6
384,"CIV","Cote d'Ivoire",52984.53,54440.93,57324.62,61368.03,66640.78,67797.41,70046.78,72575.73,77303.96,86597.24,88294.77,98232.4,113666.8,121200.06,123124.29,127426.52,139017.6,128735.02,135981.41,123046.66,126142.46,132119.5,134217.71,123443.31,124016.09,116864.62,126717.96,134123.99,129941.97,121003.97,134983.16,135996.4,130938.67,143003.69,95721.37,122348.41,125528.73,123902.28,122004.37,123465.72,137804.05,141708.17,157492.76,160310.44,159395.79,157511.61,160675.11,172360.95,169792.44,189582.16,183761.55,185103.39,159231.46,170146.07,166709.78,166623.89,161565.39,166373.94,168422.93,178475.96,195248.2,178346.97,191306.56,179831.78,186798.53
191,"HRV","Croatia",32206.76,26484.46,28789.72,27930.75,27680.56,24441.9,27286.95,29813.09,29456.08,27582.5,31221.21,31905.7,28185.15,30456.13,36324.56,39432.73,39504.75,42994.83,43224.78,40384.46,38492.52,43022.41,42156.64,42236.65,42371.19,45544.51,47535.5,47145.41,53557.12,52526.12,65749.25,72308.44,70783.53,84168.79,83829.94,93106.02,101265.4,109605.44,80953.67,87097.64,71258.59,50032.03,68233.28,68068.12,49713.91,48872.05,44433.42,44894.45,49067.55,37835.18,40438.7,37770.39,37865.57,53193.57,55208.66,62471.66,62756.15,66605.01,72881.31,76654.21,72171.42,89768.84,83154.67,94450.09,98662.33
192,"CUB","Cuba",11556.51,10822.88,11600.03,11849.36,11359.92,12361.05,16853.73,18082.63,15895.68,18924.35,25309.45,24647.51,32154.77,33498.2,33990.95,35588.02,39399.86,39763.81,40245.72,45355.12,40515.87,54777.5,66466.96,64709.6,71458.85,70800.49,71606.76,62857.87,66702.94,64886.97,64650.09,56782.24,65965.02,70564.66,74035.25,76740.77,76389.8,75568.85,74668.94,72038.04,59623.72,59676.3,55784.63,45227.34,54410.9,53436.78,52064.2,60911.18,55551.96,60227.7,65113.34,47990.33,36944.13,37654.4,36864.83,33421.39,32986.07,32821.78,32525.76,32401.92,28524.98,28939.08,27178.35,27277.3,27332.88
531,"CUW","Curacao",985.1,986.51,1145.89,1136.5,1320.73,1500.09,1167.81,1025.97,1058.32,1096.44,1128.32,1159.39,1197.3,1251.52,1296.87,890.84,921.33,944.69,930.99,953.19,958.55,1252.26,1563.38,1570.58,1618.63,1760.85,1958.55,2300.45,2027.86,2207.95,2416.31,2298.21,2949.96,5206.46,4087.44,4710.03,3505.8,2682.33,5177.52,3748.59,4756.85,5718.67,7205.83,6621.03,13022.55,3280.89,4717.71,6295.77,2805.57,2092.12,2738.12,2747.28,2435.21,2636.87,2359.97,2335.38,1615.07,2099.07,1893.74,1608.38,1477.82,1286.67,1205.83,1254.56,694.21
196,"CYP","Cyprus",1153.02,923.6,923.61,925.89,1210.16,1415.52,1154.71,1188.58,1381.97,1153.67,1152.43,926.61,1383.05,1383.4,1384.62,2314.69,2318.16,2327.02,3243.34,3237.33,3129.33,2878.97,3083.66,3355.79,3132.58,2615.91,2910.65,3235.07,3453.4,3583.85,3717.44,3914.42,5001.04,5676.12,5926.82,6486.45,6225.12,6950.39,5837.05,7595.17,7464.39,7329.16,7257.01,15043.35,13957.94,13390.39,14150.37,13074.67,6445.41,7836.44,6140.62,4233.45,7692.64,3659.78,3294.55,3968.29,4821.3,5465.45,5158.33,3815.56,3817.61,3542.86,3933,4003.56,4086.61
203,"CZE","Czech Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,"COD","Dem. Rep. Congo",6617.01,6660.21,6702.93,6746.14,6876.69,6853.28,6923.89,6970.82,7000.7,8079.51,8960.78,10002.5,10945.1,12059.58,12886.01,13780,14745.79,15502.77,17146.07,18139.86,19496.64,20765.53,21854.39,23008.36,24540.36,21727.38,19392.42,17159.43,14292.6,11185.82,8159.39,8402.38,8437.49,9307.81,8575,9146.67,8533.89,9888.51,11195.77,10159.32,58464.92,73913.19,13566.84,11945.99,12949.49,14365.29,15732.35,17255.7,18598.61,20369.59,21839.72,23392.39,25674.81,24872.91,24934.51,24995.98,25091.18,25370.38,25222.43,25014.54,24758.91,25968.36,26489.31,25340.82,24893.33
208,"DNK","Denmark",338250.76,393238.65,407167.35,430172.98,447948.52,464897.91,489289.59,573958.91,604927.21,676200.11,494104.26,567406.41,578774.53,673822.39,786617.21,716278.63,679997.45,694185.67,792409.61,817336.36,789292.87,699017.16,689190.05,748499.84,709856.97,743361.48,774084.32,656157.49,663640.84,630197.62,684205.33,708574.11,691969.98,679606.46,710368.58,674961.35,655034.78,609697.38,721316.73,630242.8,560562.53,604663.72,677723.19,589255.69,662498.11,694953.07,551861.01,550216.13,511496.84,480321.09,489582.04,509543.26,495953.57,375136.33,400025.28,357957.57,322850.16,265260.65,243714.37,249240.79,243219.32,254770.38,223357.56,249374.72,266760.13
262,"DJI","Djibouti",332.41,340.35,356.36,363.6,369.51,397.7,368.99,378.13,375.2,395.84,395.31,391.97,405.5,406.4,417.5,425.13,484.46,483.48,462.9,486.46,529.36,512.91,568.63,695.97,794.3,737.37,860.32,966.89,891.58,1297,1474.12,2267.84,1273.07,1458.64,1692.99,1705.66,2196.67,2404.77,2685.2,2249.92,2710.56,2178.65,1182.03,838.91,1224.4,1619.13,1660.16,2359.75,2444.8,2477.66,2439.81,2621.65,2717.47,2829.55,3077.14,4782.95,4189.12,3724.38,3390.94,3127.11,5044.35,3202.61,3908.42,3070.22,4118
212,"DMA","Dominica",1111.67,1113.97,1126.53,1130.98,1152.56,1199.56,1223.78,1238.63,1236.94,1246.35,1264.14,1253,1291.56,1396.64,1448.81,1529.09,1670.62,1981.42,1614.24,1642.64,1583.87,1616.77,1841.95,1601.55,1755.51,1967.21,1801.78,1798.63,1857.7,829.02,1920,1533.87,1568.75,1519.44,1512.28,1502.21,1536.33,1481.66,1474.55,1468.78,1474.9,1474.73,1477.99,1488.49,1535.11,1555.68,1509.54,1515.13,1529.29,1494.16,1508.93,1564,1595.65,1568.4,1533.15,1547.12,1542.17,1567.78,1591.46,1621.99,1620.95,1626.56,1610.61,1617.11,1808.03
214,"DOM","Dominican Republic",17788.9,18115.39,18604.74,18913.32,19530.85,20242.51,21003.89,21565.41,22196.7,23012.21,24113.98,25724.49,27469.95,30171.87,31263.89,31506.74,32065.32,32800.73,33735.16,34593.18,33086.73,36457.03,43039.06,36622.74,35847.23,39004.16,32659.49,31121.44,34323.06,40879.14,43887.17,45964.57,51215.8,54739.83,58298.55,57612.83,63323.81,54084.89,65085.01,64823.81,58173.33,52181.11,71897.96,72065.59,60553.63,55622.08,59565.39,55419.47,46898.54,54562.16,54803.05,60294.37,62738.66,50194.02,50231.66,51035.44,51496.02,51704.72,51878.5,52067.42,52336.03,49820.9,49327.77,49076.63,49707.69
218,"ECU","Ecuador",59263.09,61147.85,62474.43,64078.54,84996.7,79681.67,73421.89,83134.2,76505.13,96301.04,87757.48,122184.45,134858.77,163622.78,133442.83,174337.68,190469.59,184539.5,188300.51,205927.25,209561.56,256113.95,269513.05,369088.29,404988.27,536831.4,721461.04,1024991.91,1428377.61,1404474.1,1506710.44,1205922.34,1336437.76,714735.96,1508329.45,2165708.51,1416531.46,986521.26,1119565.39,857057.43,398020.12,471988.42,440053.58,610003.41,541638.01,655195.81,824070.1,655082.68,385566.84,516592.29,684962.94,601891.17,377164.32,416205.4,399859.65,432978.59,419615.23,409902.84,587642.76,492483.88,391734.75,492514.25,390908.97,400215.75,501711.93
818,"EGY","Egypt",36607.24,41153.82,48458.83,35236.4,38127.49,42944.72,45067.31,53638.1,72397.82,75337.99,82770.19,70607.5,106643.49,106958.02,95879.66,95198.03,64042.12,62038.52,61687.53,59394.96,53502.9,61708.42,65213.91,41112.88,56240.33,59462.37,68166.36,63395.4,72069.88,88975.63,77758.84,79355.66,65295.18,75241.25,76516.27,78791.73,80311.34,105122.2,113454.87,119120.05,113533.9,115439.12,125105.39,134359.4,113616.75,113911.03,116893.54,127321.11,152050.75,175432.81,131642.14,126216.72,120597.48,100710.93,104214.35,110074.62,130651.67,151196.87,160423.83,144813.42,137085.68,195252.12,194749.27,191895.88,210728.46
222,"SLV","El Salvador",2458.71,2716.96,3021.52,3264.59,3742.25,11898.7,4070.2,21695.38,50160.55,55817.3,99420.32,119396.56,105230.99,109233.21,122991.55,116798.16,138764.22,112854,118548.21,102118.83,107260.12,100042.72,96173.45,131775.13,97376.24,84601.66,76334.06,58512.69,106944.27,81101.82,33130.51,82603.79,73555.81,49614.63,121050.66,72913.02,79232.99,71303.95,71512.9,72448.71,57199.36,52097.03,48678.39,70260.54,76611.86,86482.15,104751.08,82092.33,76163.16,52821.84,40999.24,46640.67,49626.27,54331.46,49142.83,55394.65,48691.93,52799.22,40270,34794.1,30728.63,20494.47,20251.02,19860.55,19413.71
226,"GNQ","Equatorial Guinea",25165.42,25358.13,25406.74,25711.57,25948.24,26092.03,26327.41,26561.27,26838.23,27058.56,27289.03,27087.85,30816.04,35355.2,37381.19,34313.8,35919.3,31113.51,40386.89,33801.67,38620.58,43404.47,48323.5,51407.58,75952.7,95827.74,127084.55,87049.05,73233.07,23115.65,64682.63,101596.7,94538.68,93432.24,80479.16,97131.87,93025.88,98779.47,99626.61,100549.27,108228.45,105991.57,110714.98,30985.06,72258.82,72252.72,79869.6,81565.51,84803.66,87127.45,79046.5,79380.91,29001.24,31017.21,28566.38,35944.11,39857.69,36523.11,43744.39,39621.13,40039.04,36796.66,37973.65,40864.23,34460.97
232,"ERI","Eritrea",29422.1,29437.64,29523.33,29533.13,29531.57,29722.33,25873.77,22352.18,18825,14744.55,14004.99,18440.83,14977.37,13939.26,15547.58,23701.99,27878.11,24154.06,19353.86,20058.39,23947.66,24728.64,15243.81,10132.87,10549.86,7107.31,7061.66,6124.78,5289.08,8467.65,12029.9,15537.23,6219.48,8578.64,9481.07,14345.32,15743,16155.75,15491.46,12038,10963.89,11482.3,9152.9,1995.76,6914.61,8447.45,10639.42,8424.25,10411.09,21918.83,28346.47,25437.09,24176.29,25968.06,27932.6,21888.1,31128.03,14200.6,10788.11,14443.89,19794.58,7582.79,11348.35,10917.1,10958.17
233,"EST","Estonia",21395.72,24899.03,27469.3,28179.37,33242.92,36539.83,39224.53,36925.72,33644.06,36968.25,33976.7,34379.98,36361.27,44113.03,44909.74,46457.17,51777.56,53654.34,62977.02,64319.33,64363.45,66540.26,69458.6,78159.48,82236.9,72415.42,75844.72,73456.34,73088.9,72863.72,74996.47,66022.82,64922.14,70231.5,71217.1,67700.1,61302.58,64254.13,68228.01,65438.67,55253.12,48992.21,50574.34,55857.66,67637.87,76988.51,87323.29,99748.68,83001.53,90094.39,85932.15,83454.95,74340.03,58895.78,64022.03,77635.03,69149.7,73201.52,98014.49,97317.61,76570.37,69252.48,60760.26,66472.61,67689.02
748,"SWZ","Eswatini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,"ETH","Ethiopia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,"FRO","Faeroe Islands",461769.07,451864.31,404741.68,411164.83,449870.76,498706.39,527811.03,342238.58,197311.65,198013.73,171606.67,109670.68,104383.96,125662.12,196326.27,457812.3,399841.79,272357.42,239857.37,210574.31,248814.24,185201.95,180022.24,208233.19,142071.49,207069.68,230209.29,218976.9,312957.35,316176.03,282254.36,311909.81,274157.7,325062.81,428090.22,468924.68,508332.8,477614.41,433012.93,402387.78,423271.59,353684.69,360709.38,376825.84,310902.52,476383.62,391162.42,484339.73,518641.27,503942.25,617126.67,780921.34,643585.99,952662.72,765885.2,785445.95,792339.57,622127.59,473759.5,418631.18,527891.86,505128.05,426449.09,594126.02,622321.77
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",38097.03,38572.68,39439.31,40118.56,41188.74,51479.5,43448.13,43905.57,47450.28,48674.02,50092.18,58671.7,51454.83,53458.56,55328.06,55400.47,59189.71,57393.37,57837.69,58942.5,58562.54,58602.63,59820.09,60485.08,60826.57,54133.24,54582.45,54806.94,57826.4,68998.45,71165.52,53910.41,54301.23,53199.8,52416.3,52727.92,50046.25,48681.57,48204.68,48294.32,47645.63,45848.71,44212.26,45148.96,53421.3,47733.25,44471.98,37961.53,40377.58,38824,46246.67,48736.91,42895.27,40431.11,38636.27,35892.11,36773.81,42212.35,38888.36,47398.42,50310.36,45554.05,44097.33,41967.85,43929.76
246,"FIN","Finland",23302.97,23169.39,25261.83,34475.97,36432.12,38946.32,39746.89,37784.9,36628.49,41771.35,40328.13,40928.38,43607.06,54780.96,44793.83,51370.76,50348.24,51972.63,66928.28,64400.65,60475.93,66434.29,67179.17,76529.23,80133.4,77960.5,82987.93,84251.66,90406.71,89552.03,89334.9,80537.96,85818.85,94943.53,95601.5,94171.37,90199.04,86820.74,95515.8,88308.17,79590.15,71486,89624.98,98699.11,110323.55,113503.44,113298.56,125333.95,119665.93,130612.33,112266.76,107285.2,91723.94,72665.48,82091.2,92597.62,97181.01,107105.67,110288.9,115532.85,109656.21,105282,108266.3,126177.03,128010.32
250,"FRA","France",219344.03,247706.21,239008.47,266581.52,240010.24,229627.45,277849.62,292455.31,298542.71,269740.75,272817.93,289035.79,301341.64,290463.09,260368.62,253141.76,260523.15,289721.81,299561.52,297293.63,320296.56,461644.74,639374.24,517822.76,439662.59,480637.31,553618.84,438750.15,515676.15,432209.53,475889.02,399397.94,404095.84,456061.02,444981.23,459867.36,493680.16,486039.98,544980.69,514221.79,519254.5,522651.18,550895.85,494666.32,489520.24,492886.14,477703.43,513045.9,501360.36,563215.43,521499.36,533727.85,547723.24,580851.2,526628.37,505018.81,531601.24,508530.31,446402.33,465297.01,495737.76,510370.31,533686.82,545118.57,692742.02
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",4922.2,5131.62,5185.51,5657.7,6048.97,6320.51,6789.14,7378.56,9628.15,12905.79,17141.97,20798.19,61594.19,57046.69,66331.54,104458.99,79058.23,82048.55,93460.49,87186.95,74620.05,83971.03,91330.82,84571.45,91354.98,99728.71,120418.14,136499.37,191078.57,185106.33,185323.03,177672.07,174223.44,173064.44,130030.96,161801.19,155329.07,148434.89,144240.81,138561.59,144822.92,151335.05,137750.95,148661.69,168577.54,183597.46,163632.78,128120.76,170716.17,179514.85,201970.03,140267.18,179430.65,171439.13,193300.76,173844.14,182720.48,213420.78,261822.86,227798.55,264979.19,284912.6,173562.73,132467.1,154559.23
270,"GMB","Gambia",5959.13,6720.04,7706.42,8355.07,9325.05,10169.69,10844.35,20759.51,12452.08,13412.96,14258.27,15008.3,17697.7,24225.3,32078.07,47302.98,47863.57,52056.81,44410.42,56964.07,113986.85,275513.31,262024.26,204205.64,162006.95,182426.63,192078.9,177102.54,160836.95,157070.93,173935.12,168782.4,166536.16,162537.76,165287.74,311536.25,318618.82,333628.5,355326.78,400300.78,493504.91,448387.92,298148.7,237831.42,203259.4,165056.39,144832.11,118899.14,111845.12,117361.68,138714.09,179359.57,182311.52,225739.42,203077.51,162750.5,203599.11,208729.84,205056.26,200326.62,219728.27,185063.79,223311.06,199065.59,226694.24
268,"GEO","Georgia",9494.13,9622.95,9752.21,9881.89,11061.08,11557.39,12057.76,12562.18,13070.66,13572.77,13555.76,15902.94,18269.68,20655.98,23061.82,25419.72,29408.86,33435.24,37498.87,41579.99,45561.81,54323.31,63165.49,72088.31,81091.79,90175.97,99483.02,108865.95,117857.97,126776.52,132705.76,131769,130827.56,129881.18,128951.22,127759.28,126497.7,125264.73,124113.69,51277.24,18216.35,12420.1,17083.9,16040.96,12516.68,13806.49,28646.95,31574.63,35108.09,40419.89,47223.36,60252.61,66001.19,63952.98,76847.22,91002.62,90281.31,110820.09,149926.91,153895.28,187956.56,187944.16,166668.46,262975.1,205989.13
276,"DEU","Germany",207091.52,216754.86,200577.36,261452.57,241618.87,250490.55,233276.29,268240.23,252902.33,262469.16,239195.36,239892.97,233556.61,291499.81,278738.56,263673.42,300974.04,270190.79,317980.52,330009.66,379975.03,294145.4,303142.8,335979.74,366833.65,389713.14,409582.59,324043.79,304256.29,316963.08,316921.13,325346.86,366726.3,366567.48,394752.06,348541.36,328189.41,294565.85,319212.15,334934.84,273202.03,305579.78,303019.2,262432.18,320936.22,323018.04,264705.99,296372.91,271866.7,281623.29,293280.43,301879.74,302579.99,229533.54,267181.86,234614.22,221688.69,178719.42,188665.34,199767.58,192524.06,196046.35,164828.97,177695.25,190412.81
288,"GHA","Ghana",63952.1,69699.22,56349.3,73385.59,61527.09,59699.35,82948.01,103910.15,91163.67,111747.86,95650.33,102118.14,133119.62,162786.53,209312.01,205734.39,216760.1,232185.8,204557.31,314944.77,394621.94,438776.49,502500.23,317450.03,353848.84,435333.3,403725.13,459358.75,427338.75,395122.49,407455.96,431267.35,410258.1,388324.59,371371.97,369596.21,397945.24,466652,433309.06,438455.89,469834.7,446437.19,528274.75,454911.26,410416.84,437856.65,556573.96,513399.73,507105.72,570591.35,523639.84,505706.03,451792.12,501000.65,515948.5,453552.17,432325.08,423282.42,464612.02,465931.7,448392.63,412060.04,427371.94,421760.94,401593.86
300,"GRC","Greece",64114.93,53247.72,51411.93,55477.23,68944.07,72556.04,72227.13,83220.89,92731.65,91237.17,96472.31,107226.1,99566.54,93116.91,97586.81,100750.38,103089.37,104213.35,96574.72,109246.69,103065.9,106947.01,109285.6,115410.19,116903.65,128017.73,138478.35,140432.2,146208.05,152797.67,154832.9,167331.42,186747.47,193434.1,204334.13,213239.13,233714.06,235521.76,230845.35,243404.67,235019.47,252258.47,251530.71,262225.62,313301.81,278348.71,275925.04,275269.6,231358.9,225571.6,219940.11,210674.16,219231.63,213620.24,216018.44,212993.1,210890.14,203805.78,191837.19,187013.05,171128.49,162116.14,161965.36,170403.25,166559.59
304,"GRL","Greenland",268602.67,247104.47,714650.43,727063.26,794170.06,867360.17,888107.11,860245.91,1183303.56,1129812.05,1187188.79,1594374.4,1958959.98,1842793.58,1424370.73,1306967.83,1228337.1,1417861.52,1166261.43,638880.83,399430.72,417610.14,351413.16,243413.29,270404.4,346713.76,408440.27,272785.62,241851.2,332227.07,338557.13,272893.12,274019.97,230928.57,222412.6,503986.03,422153.85,427296.75,351737.04,358468.94,306500.11,215384.01,279034.79,355281.15,327937.81,227153.08,362840.67,404123.13,365492.43,261570.49,312160.56,353413.91,360808.64,375654.81,336476.07,305944.62,308285.09,293952.98,299548.92,290463.34,282240.96,268239.13,280061.16,322419.53,339281.03
308,"GRD","Grenada",909.51,896.84,923.5,948.3,976.3,937.08,965.4,1127.69,1290.23,1455.8,1536.06,1593.13,1770.18,1888.8,1769.8,1996.07,1949.91,1986.97,2031.93,2074.51,2005.61,1990.38,2273.62,1933.7,2020.47,2289.19,1819.85,1702.37,2276.42,1713.25,1640.63,1000.02,1281.97,1884.58,1870.12,1601.84,1989.37,2224.07,2201.08,1820.44,1974.97,2229.75,2346.78,2507.79,2174.65,1945.68,1960,1974.79,2251.12,2338.21,2186.76,2560.35,2754.4,3061.88,2442.13,2426.64,2477.12,2643.93,2590.97,2745.32,2550.36,3509.06,2513.34,3059.81,2450.6
320,"GTM","Guatemala",2802.6,3097.83,3391.38,4806.2,5421.68,10831.49,5692.85,6316.19,7404.54,7995.27,21015.59,34738.5,21517.25,19177.11,25161.16,21986.01,28779.8,26470.2,29383.22,26794.21,30853.51,30338.21,30041.73,37805.39,48263.59,52910.72,37832.22,45524.92,49567.34,41784.24,43008.57,52294.09,41227.46,36446.68,50090.59,52325.96,45507.54,61076.53,42488.64,61353.08,51178.75,39929.85,49087.88,63613.21,64508.9,72327.62,75195.92,40438.83,69585.68,58815.85,46532.84,52140.72,46104.46,60730.09,45997.18,47428.41,38662.21,44322.14,39124.7,30941.57,50320.14,44897.99,39540.08,40296.36,34419.98
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,"GIN","Guinea",103566.47,111367.58,119415.46,127505.78,135509.13,121212.44,151757.71,168854.82,143555.07,173426.11,179664.11,194090.1,203780.58,209237.61,215414.89,212431.67,217888.91,229862.26,239383.54,240722.59,257564.74,272433.33,283186.03,316414.81,360332.99,387957.78,458860.9,512729.12,551183.74,536635.17,605801.86,611927.12,612131.62,622623.64,620732.89,636971.95,669945.85,667975.83,661705.14,641285.22,721027.43,701670.96,626504.28,716296.55,688358.23,714572.16,756034.45,952772.18,958674.57,937286.24,1139044.66,1088227.07,1096355.7,933157.16,865451.54,806389.32,857719.55,857780.8,861023.16,863353.95,838980.06,852124.17,853752.97,899684.86,893997.59
624,"GNB","Guinea-Bissau",13476.36,13483.99,14198.74,14912.8,15623.68,16330.82,27143.21,47971.76,47788.16,56444.01,65688.56,72708.31,90739.49,100423.73,110535.62,115183.44,123619.69,129853.18,151012.93,169506.86,174096.35,187589.37,199971.53,209789.83,226944.97,240020.01,249384.4,337167.43,351398.92,393994.34,531566.86,495705.02,530769.86,522526.99,476878.07,519622.62,617742.31,736593.09,673709.07,744514.98,472074.7,434092.35,344364.45,353609.39,345596.74,353382.86,360025.47,357983.43,357117.64,353811.45,423854.1,386045.68,410227.68,398397.72,389809.48,398989.79,381798.65,402226.84,415350.34,360451.83,428043.65,925971.86,497390.44,820002.48,932277.04
328,"GUY","Guyana",12005.34,12286.84,12811.85,14413.83,14192.82,15330.88,15655.43,15850.8,17021.51,16991.03,21110.33,23459.33,22889.63,24471.21,25925.72,28112.23,29208.27,29847.74,31429.73,32994.37,33327.45,34493.13,39439.67,41136.94,44471.67,39589.9,38192.95,50952.36,55409.49,52768.67,46807.33,48706.1,48158.77,53696.36,58316.31,53960.28,53127.58,51984.65,51764.44,52665.38,55744.16,59712.79,61173.12,63478.53,64636.47,72939.76,74920.63,78203.33,75378.15,75382.85,70018.24,77663.74,68758.49,89100.86,78602.82,74301.45,75473.45,68598.26,59971.82,62508.88,65635.27,63728.59,80174.47,73498.79,55789.98
332,"HTI","Haiti",6659.1,6871.46,7122.66,7314.68,7625.82,8005.92,8340.22,8632.91,8841.08,9108.95,9330.19,9498.67,9784.72,10415.94,10696.45,11152.37,12011.59,11862.99,12178.41,12395.68,12314.02,12507.26,14103.83,12825.38,13421.86,14712.96,13954.69,13312.16,13559.23,13639.22,13657.22,13419.07,13421.69,15274.5,15630.16,16226.94,14737.13,14929.54,16207.16,15755.67,16967.54,16683.26,19558.96,17449.16,18370.83,20563.67,21729.16,25061.68,21385.96,20919.44,21456.62,21149.1,22220.15,25546.75,23829.11,27642.48,23885.26,32500.51,32267.02,29905.53,29815.93,27074.32,26452,26853.36,26632.44
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
