"code","iso","country","FSS.raw.1950","FSS.raw.1951","FSS.raw.1952","FSS.raw.1953","FSS.raw.1954","FSS.raw.1955","FSS.raw.1956","FSS.raw.1957","FSS.raw.1958","FSS.raw.1959","FSS.raw.1960","FSS.raw.1961","FSS.raw.1962","FSS.raw.1963","FSS.raw.1964","FSS.raw.1965","FSS.raw.1966","FSS.raw.1967","FSS.raw.1968","FSS.raw.1969","FSS.raw.1970","FSS.raw.1971","FSS.raw.1972","FSS.raw.1973","FSS.raw.1974","FSS.raw.1975","FSS.raw.1976","FSS.raw.1977","FSS.raw.1978","FSS.raw.1979","FSS.raw.1980","FSS.raw.1981","FSS.raw.1982","FSS.raw.1983","FSS.raw.1984","FSS.raw.1985","FSS.raw.1986","FSS.raw.1987","FSS.raw.1988","FSS.raw.1989","FSS.raw.1990","FSS.raw.1991","FSS.raw.1992","FSS.raw.1993","FSS.raw.1994","FSS.raw.1995","FSS.raw.1996","FSS.raw.1997","FSS.raw.1998","FSS.raw.1999","FSS.raw.2000","FSS.raw.2001","FSS.raw.2002","FSS.raw.2003","FSS.raw.2004","FSS.raw.2005","FSS.raw.2006","FSS.raw.2007","FSS.raw.2008","FSS.raw.2009","FSS.raw.2010","FSS.raw.2011","FSS.raw.2012","FSS.raw.2013","FSS.raw.2014"
192,"CUB","Cuba",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202,0.0154,0.0013,0.0275,0.0208,0.0236,0.0114,0.0099,0.0154,0.0495,0.079,0.0975,0.0885,0.0981,0.1377,0.1785,0.1799,0.1564,0.1385,0.1141,0.0915,0.069,0.0916,0.1194,0.1696,0.2095,0.3024,0.3221,0.3296,0.2592,0.2108,0.1716,0.1892,0.1982,0.2091,0.219,0.2842,0.3715,0.4086,0.5372,0.6442,0.6312,0.5798,0.522,0.5889,0.5945,0.6057,0.5921,0.5798
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",0,0,0,0.0492140167838512,0,0,0,0,0,0,0,0.0353620314911344,0,0.0828698973543444,0,0,0.0694560418607861,0.0851722099509244,0.0608478889046477,0.048781384350684,0.0832710624958058,0.107025507733669,0.12602209517262,0.100902801128795,0.139410553601185,0.126836062020482,0.130839607991342,0.128999446688943,0.126545943128511,0.127090406127489,0.126343244813635,0.122591237015956,0.0950611502807416,0.0787621910741845,0.0801669115984626,0.0736255942773011,0.0862013156372889,0.0836068868077906,0.0877757409993062,0.0693592512083337,0.0825474898819595,0.101883548592199,0.113362778609923,0.0841284176729252,0.0727208127417083,0.0948230410017931,0.121423961210908,0.134759281190271,0.322719757005373,0.439093092909535,0.432383550846657,0.562992075730196,0.312362957320244,0.589284383214292,0.603353758176382,0.505260130182018,0.505494552921411,0.414107137198218,0.378753505882718,0.358486648617765,0.381550380997535,0.32590999926613,0.304081985761505,0.251370260468183,0.251343681927074
203,"CZE","Czech Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,"COD","Dem. Rep. Congo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,"DNK","Denmark",0,0.0010479448955488,0.00238915706772658,0.00329649865038013,0.00349289881792667,0.00332938065692745,0.00364308929605471,0.00374657228511358,0.00501117063324032,0.00455484806709067,0.00436554884590552,0.00347659748151241,0.00435522741126843,0.0104892348175014,0.0180696446712627,0.0255241833237437,0.0247218980071175,0.0220213504464879,0.0122036799768241,0.0156466525311562,0.0280420817674433,0.0714881871683951,0.085332654252626,0.143152625881657,0.217466857524833,0.266111481817702,0.291228083927601,0.209829033886362,0.241390350390431,0.203960573811751,0.234826225475326,0.242378015739243,0.28633028084253,0.343507467771863,0.384811113028113,0.391398267066699,0.378806375298118,0.396691501428135,0.472627796732234,0.548650885568229,0.624289593400044,0.622737430912839,0.624185463237579,0.630292066294684,0.616790002160157,0.583910372956551,0.504491335251244,0.521763413733436,0.51867012391318,0.547918133294959,0.573616267598378,0.587681988355611,0.614070315549901,0.601537509968709,0.570672435237093,0.563393387057019,0.601840621593621,0.725601800753334,0.78802956882682,0.80557505887379,0.819285525360403,0.757761626771527,0.702419388772872,0.567712066383473,0.451032680344698
262,"DJI","Djibouti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,"DMA","Dominica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,"DOM","Dominican Republic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0065,0.0027,0.0068,0.0018,0.0058,0.0064,0.0091,0.0091,0.0063,0.0065,0.0024,0.0024,0.0033,0.0031,0.0033,0.0035,0.0036,0.0037,0.0037,0.0036,0.0036,0.0036,0.0036,0.0034,0.003,0,0,0.0028,0.0032,0.005,0.0182,0.0199,0.0194,0.0069,0.0074,0.0198,0.0384,0.0597,0.0642,0.0534,0.042,0.0305,0.0296,0.0315,0.0346,0.0379,0.0384,0.0376
218,"ECU","Ecuador",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00234014547653104,0,0,0,0,0.000189137425959896,0.00133459450769502,0.00224132009599633,0.00184019651367531,0.00214863572886585,0.00166040175435205,0.0201321220368257,0.0253498162201524,0.0228294668647677,0.0154829806055277,0.00992418153599272,0.0138976607097778,0.00997032674923329,0.102062507326941,0.0809949056431973,0.0645115523402397,0.179944739444645,0.284366542825671,0.556674875071623,0.514041407139247,0.566220813958757,0.539459176696897,0.457625734135596,0.337160152502338,0.284308926571411,0.327490658000534,0.540912148110349,0.601100790352666,0.629714285041088,0.532099514745615,0.428633057210358,0.412206935875976,0.416989027370181,0.361597221667203,0.371156671705845,0.414467158569263,0.427897354686753,0.394252059423582,0.302016059708198,0.279403251346107,0.352508906632639,0.456659920826529,0.477530611810724,0.387180596139812,0.345206894166459,0.291733234958156
818,"EGY","Egypt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033533183941203,0.0394271851633905,0.0382050102963487,0.086088838837548,0.122386372043102,0.171121623787608,0.178261798575404,0.159860513638171,0.160417316643029,0.134688485457599,0.146474921128663,0.10400398838795,0.0731476985715535,0.113896514810223,0.106123567182296,0.125684036336691,0.130464998256147,0.148693015885697,0.144479626520671,0.14215350683302,0.12051653464028,0.121874621854349,0.122773289201749,0.0811578760337969,0.0733136689681104,0.0729120697565187,0.072605641618935,0.0827526070884809,0.0774698980435615,0.0829366306339564,0.0671187467604909,0.0947321655154905,0.0806876274428852,0.0984348551076879,0.16275326093426,0.062268187370424,0.280945339638204,0.348260327736294,0.34465028377044,0.313079596107394,0.37833496231565,0.379866412911532,0.403407012271638,0.380539205117143,0.3765986447587,0.347127663458262,0.289986893627401,0.294814519980628,0.291285992943645,0.295916640596974,0.27712058533527
222,"SLV","El Salvador",0,0,0,0,0,0,0,0,0,0,0.0021,0.006,0.0082,0.0129,0.0103,0.008,0.0049,0.0032,0.0034,0.0031,0.0088,0.0094,0.0095,0.2038,0.2261,0.5094,0.5626,0.534,0.5736,0.9024,0.5735,0.8634,0.542,0.7313,0.3464,0.3758,0.7698,0.7121,0.7331,0.6373,0.5836,0.4848,0.4288,0.3081,0.2315,0.213,0.2167,0.219,0.3317,0.4824,0.6658,0.6774,0.6675,0.6971,0.6892,0.6666,0.6659,0.6981,0.6559,0.7035,0.9534,1,1,1,1
226,"GNQ","Equatorial Guinea",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172,0.0179,0.0175,0.0253,0.0234,0.0298,0.0239,0.0503,0.0751,0.102,0.0938,0.078,0.0664,0.1252,0.2611,0.4253,0.4022,0.2692,0.2222,0.2357,0.2376,0.2397,0.2684,0.2625,0.2501,0.2433,0.2411,0.2557,0.2337,0.2355,0.2057,0.2153,0.18,0.1736,0.1652,0.1788,0.17,0.1499,0.1582,0.1563,0.1648,0.1612,0.1414,0.1449,0.1158,0.13,0.1195,0.1534,0.1733,0.1563,0.1383,0.1378
232,"ERI","Eritrea",0,0,0,0,0,0,0,0,0,0.5901,0.5858,0,0.5171,0.6875,0.4606,0,0,7e-04,0.4555,0.3876,0.265,0.22,0.3312,0.571,0.4418,0.3859,0.2371,0.1223,0.083,0.0862,0.1067,0.1258,0.0874,0.1073,0.0884,0.0739,0.0641,0.0693,0.1356,0.1712,0.0349,0.0279,0.1624,0.0217,0.0625,0.054,0.0143,0.0349,0.0218,0.0146,0.0264,0.1181,0.1597,0.2056,0.217,0.2151,0.2588,0.1793,0.3155,0.2485,0.2515,0.1524,0.1242,0.1047,0.1065
233,"EST","Estonia",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0043,0,0,0.0028,0.0068,0.0106,0.0164,0.0138,0.0148,0.0126,0.0141,0.0132,0.0136,0.024,0.0335,0.0363,0.0263,0.0179,0.0165,0.0172,0.0156,0.0142,0.0136,0.0132,0.0849,0.138,0.1943,0.1809,0.1511,0.1028,0.0673,0.0622,0.0568,0.0441,0.0346,0.0332,0.0349,0.0331,0.0288,0.026,0.0248,0.122,0.1166,0.1115,0.0196,0.0149,0.0118,0.01,0.1557,0.1637,0.1667,0.014
748,"SWZ","Eswatini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,"ETH","Ethiopia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,"FRO","Faeroe Islands",0,0,9e-04,0,0.0266,0,0.0573,0.2105,0.4759,0.7667,0.716,0.6439,0.5568,0.6206,0.2785,0.2434,0.3142,0.5843,0.8005,0.6815,0.6634,0.7584,0.8,0.615,0.6402,0.4456,0.3537,0.2574,0.2488,0.2364,0.2382,0.2558,0.2222,0.1941,0.1271,0.0861,0.0814,0.1139,0.1575,0.1527,0.1459,0.1274,0.1251,0.132,0.1484,0.1389,0.1272,0.1416,0.1585,0.1583,0.1472,0.1235,0.0883,0.0728,0.0821,0.1001,0.0949,0.2827,0.504,0.7841,0.588,0.367,0.1227,0.067,0.0595
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-04,0.0011,9e-04,9e-04,2e-04,0,1e-04,1e-04,0.0044,1e-04,0.0069,0.0109,0.0109,0.011,0.0092,0.0083,2e-04,0.0072,0.0114,0.023,0.0268,0.0357,0.0505,0.1056,0.1874,0.2439,0.2808,0.2686,0.2581,0.2221,0.2704,0.3821,0.5005,0.5382,0.4302,0.3352,0.245,0.2594,0.2349,0.2145,0.1568,0.1669,0.1835,0.187,0.1991,0.1736,0.1625,0.1777,0.232,0.2407,0.2437
246,"FIN","Finland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0038,0,0,0,0.0025,0.0015,0.0014,0.0012,0.0011,0,0.001,0.001,9e-04,0.0023,0.0034,0.0046,0.0041,0.0035,0.003,0.003,0.0033,0.004,0.0387,0.0697,0.1041,0.0731,0.0423,0.0245,0.0224,0.0279,0.0147,0.0076,0.0082,0.0147,0.0195,0.0407,0.113,0.1503,0.1434,0.0616,0.0322,0.0189,0.0212,0.024,0.0396,0.0546,0.0664,0.0648,0.0622
250,"FRA","France",0,0,0.005370181178098,0.00384011703436907,0.00161095864909764,0.0566597239441539,0.0804721637841362,0.0862559738717003,0.0987444134073815,0.10704279180287,0.114296753490506,0.128129336827111,0.140661502559022,0.157737653097335,0.163993081458895,0.154142672619484,0.152651220745642,0.149633478404681,0.169590174846222,0.153339180486309,0.137488017467312,0.100140235285687,0.0912866894934647,0.131730569486749,0.145582700661432,0.130513102622017,0.137945303651516,0.148838168729971,0.133402139003326,0.164106651475269,0.158163445281843,0.193548822610352,0.188979473443726,0.180007031734482,0.142309265215524,0.11987358158883,0.10460838835006,0.0976024344581695,0.12319665826692,0.154440656884649,0.178675857137492,0.188005918928567,0.180675104537455,0.195821588071733,0.178305333652803,0.188240779154391,0.162309491125069,0.181899752466592,0.186543949354113,0.197327316341458,0.187027840705308,0.174379633878952,0.20151525816761,0.24122976506892,0.266876214202057,0.282750774803814,0.284439036662142,0.324378438256709,0.285997590577092,0.260743731656475,0.216349772153729,0.221637111255551,0.204313298031231,0.205783599790042,0.160374347587577
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1435,0.1394,0.1069,0.0758,0.0694,0.0583,0.0675,0.0586,0.0506,0.0375,0.0266,0.0252,0.0433,0.0385,0.0614,0.065,0.1069,0.1157,0.1097,0.0784,0.0508,0.0304,0.0191,0.0104,0.0142,0.0122,0.0268,0.0237,0.0039,0.0324,0.0648,0.0771,0.0707,0.0358,0.0606,0.062,0.0669,0.0412,0.0869,0.0909,0.1509,0.1211,0.1897,0.1989,0.2515,0.3204,0.4249,0.5496,0.4317
270,"GMB","Gambia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,"GEO","Georgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,"DEU","Germany",0,7.112208695113e-05,0.00146529957319211,0.00121335867534215,7.43796831762354e-05,0.00160485234273309,0.00174759273649285,0.00235981370877888,0.00193020113337825,0.00185013430149279,0.00201240613948364,0.00200012004520182,0.00271905676743638,0.00236617491448794,0.00657712858960023,0.00955426057734602,0.0141421003452657,0.0114628673020276,0.00987753639751265,0.00785969711613896,0.0450523510084334,0.0836692938186353,0.102937127947621,0.0893355243354852,0.137101345157403,0.132886043752592,0.245857343496949,0.215062042537522,0.312366334296655,0.218365463012285,0.20586647059475,0.216562795829657,0.252948278211843,0.254029312984883,0.341165372816547,0.355767344242876,0.416694047196709,0.396160097961118,0.387249162758999,0.362002583845861,0.350199907987507,0.397172396629123,0.378338960884327,0.324921216807329,0.267780116307845,0.342859378596935,0.426005661791031,0.532207332309825,0.46108308414381,0.386146655910454,0.356996287573637,0.355029967257823,0.382421504102105,0.365761672076334,0.299605320005632,0.315901867644681,0.352989162911288,0.471717508595317,0.552965113274118,0.572102686742263,0.565554596552763,0.523651272456743,0.489883238971887,0.474580171073791,0.465516355963656
288,"GHA","Ghana",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0039,0.0079,0.0138,0.0188,0.0174,0.0149,0.0109,0.0601,0.0927,0.1476,0.1281,0.1488,0.127,0.13,0.1094,0.1202,0.1046,0.1077,0.1155,0.1223,0.1303,0.1328,0.1482,0.1418,0.1191,0.0969,0.0964,0.113,0.1361,0.1553,0.1646,0.198,0.2435,0.216,0.1741,0.1203,0.1432,0.121,0.1018,0.1644,0.195,0.3155,0.3694,0.382,0.401,0.442,0.5704,0.5292,0.4405,0.3702
300,"GRC","Greece",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210385283011095,0.015909533522355,0.00576544356610192,0.00688925108923185,0.00633083337958422,0.0186065183393657,0.0319787439395571,0.0401884766203375,0.0297879191037062,0.0204359964488404,0.0193634812428868,0.0202244317173879,0.0218058334533882,0.0224202173575576,0.024719444927964,0.023816212354547,0.0270473640421383,0.0273398079272859,0.0297880917315774,0.0204119669179323,0.0191156137303151,0.017768936545558,0.0180520519561382,0.012177462099468,0.0081418585429596,0.038206760568727,0.0482252444957007,0.069446480310453,0.0496373424183472,0.0468778228305838,0.066961953328645,0.0745435731891842,0.127582282376402,0.156568619978378,0.209317241376926,0.245159143127947,0.269200000886605,0.304280646330808,0.314032885245619,0.320961326173962,0.31733297746248,0.316155965334088,0.289468079882729,0.271008615467137,0.279995321517168,0.342163142951789,0.454206214441558,0.560457237027726,0.575563842219102,0.531484302065835,0.485459241830506
304,"GRL","Greenland",0,0,0,0,0,0,0,0,0.007,0,0.0067,0.0056,0.0045,9e-04,0.0033,0.1136,0.2323,0.3292,0.3356,0.4446,0.6885,0.887,0.8479,0.7435,0.6237,0.6031,0.5935,0.571,0.4503,0.3816,0.3912,0.4835,0.5765,0.5489,0.3409,0.2828,0.2922,0.4389,0.56,0.6425,0.5616,0.4661,0.2983,0.3382,0.2733,0.4004,0.2937,0.2768,0.2254,0.3191,0.3763,0.3353,0.279,0.2208,0.1843,0.125,0.1227,0.1627,0.161,0.155,0.1507,0.2032,0.2235,0.2362,0.2852
308,"GRD","Grenada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320,"GTM","Guatemala",0,0,0,0,0,0,0,0,0,0,0,0,0.091166711545388,0.160591343534036,0.103258953641247,0.171700353815904,0.0720307284970708,0.121270886657449,0.157155707168922,0.141796512194239,0.037558027206629,0.175109004354575,0.159066414350971,0.172872884660097,0.135119912836985,0.000859779171404207,0.13768591914511,0.134957137321713,0.137454446819216,0.104405871926832,0.0413865009229556,0.0150435286090646,0.0184090879719488,0.0329691998009147,0.0290156403827545,0.116197623741638,0.112829192876609,0.180611255665638,0.198496166881312,0.27322294235269,0.257623237046626,0.181476583683635,0.125139465546281,0.107628692593881,0.081627514466996,0.0707608266662169,0.140531344373471,0.118253590497054,0.136311936090874,0.115281990483858,0.22228296248413,0.290276705845259,0.198392737015031,0.193077196098343,0.187658753427928,0.270285948611813,0.268205369015377,0.280543006023626,0.255621340227529,0.269605278335909,0.301773332566245,0.304550035536112,0.256253616735222,0.207230446496904,0.150003515748702
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,"GIN","Guinea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0259,0.0251,0.0176,0.014,0.0125,0.0022,0.0115,0.0113,0.0115,0.0121,0.012,0.0147,0.0122,0.0095,0.0079,0.0084,0.0082,0.0247,0.0388,0.0544,0.0499,0.0536,0.052,0.0497,0.0455,0.047,0.0508,0.058,0.0685,0.0986,0.1175,0.119,0.1117,0.1021,0.0989,0.0793,0.09,0.0991,0.1109,0.0971,0.0891,0.0876,0.0801,0.0747,0.0612,0.0736,0.0665,0.0625,0.0398,0.0348
624,"GNB","Guinea-Bissau",0,0,0,0,0,0,0,0,0,0,0,0.0125,0.0096,0.01,0.0137,0.0136,0.0192,0.0149,0.0145,0.0097,0.0077,0.0091,0.009,0.0124,0.0097,0.0085,0.0232,0.0359,0.0487,0.0369,0.0272,0.0254,0.0281,0.0474,0.0554,0.0586,0.0513,0.051,0.0567,0.0782,0.104,0.1324,0.1274,0.1061,0.1013,0.0945,0.0984,0.0933,0.0926,0.087,0.0815,0.0682,0.0621,0.0558,0.054,0.0482,0.0498,0.0525,0.0537,0.0502,0.0611,0.177,0.2761,0.4928,0.5407
328,"GUY","Guyana",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262,0.024,0,0.0334,0,0,0.0319,0.0297,0.0058,0.0068,0.0077,0.0111,0.0331,0.0143,0.0133,0.0128,0.0132,0.0104,0.0202,0.0242,0.0237,0.0103,0.0183,0.0055,0.0033,0.0037,0.0808,0.1802,0.3044,0.3086,0.3347,0.3401,0.3453,0.3489,0.3819,0.3798,0.3961,0.3818,0.3626,0.3547,0.3417,0.3543
332,"HTI","Haiti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245,0.0019,0.0015,0,7e-04,0,0.0372,0.0482,0,0.0386,0.0241,0.0146,0.0146,0.0153,0.0146,0.0148,0.0146,0.0146,0.0154,0.0159,0.0167,0.0179,0.0214,0.0233,0.0236,0.0219,0.0206,0.019,0.0541,0.0838,0.1156,0.1125,0.0799,0.0512,0.0256,0.0236,0.0198,0.0129,0.0128,0.0144,0.0156,0.0329,0.0308,0.0576,0.0722,0.1069,0.1032,0.0974
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",0,0,0,0,0,0.00472221630676137,0.00539432085526388,0.00557777761359984,0,0,0,0.0042634656048369,0,0,0,0,0.0055297649536647,0.00618163429501311,0.00748502404469622,0.00532667720701824,0.00342307156966093,0.00323364870841618,0.0160182531058234,0.0569866895217793,0.0648110737163298,0.0684101657890544,0.0255123612012184,0.0254182598283525,0.00969860925302146,0.00908393990156325,0.00360628317565721,0.00301123409009251,0.00715347638623496,0.00406503011739734,0.00717160927224303,0.00433415987479511,0.043094155416356,0.00301332217227435,0.00375905621305111,0.126701079891439,0.205352863670684,0.212941902433964,0.237850762535895,0.277488215366801,0.176983726916642,0.139794784282437,0.0987971957136863,0.149943510355572,0.138289304488769,0.202240953060173,0.256005602240896,0.235469664768657,0.137348067214955,0.0845376727446542,0.060358994408511,0.112091606710219,0.21739329987908,0.242090770628782,0.318051128571181,0.226939390643176,0.21460004738459,0.12907984608162,0.0747452816048823,0.0932249800983209,0.126376566052677
344,"HKG","Hong Kong",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,"HUN","Hungary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,"ISL","Iceland",0,0,0.0012,0.0011,9e-04,0.0233,0.0458,0.0461,0.0493,0.0503,0.0748,0.0731,0.076,0.0534,0.0291,0.007,0.0114,0.0388,0.0614,0.0964,0.1048,0.112,0.1054,0.0945,0.0936,0.0915,0.1024,0.0978,0.1026,0.0972,0.0887,0.0697,0.0608,0.08,0.0957,0.0954,0.0747,0.0597,0.0352,0.026,0.0268,0.0512,0.1489,0.2091,0.269,0.237,0.2183,0.2404,0.2752,0.2897,0.2695,0.2458,0.352,0.4881,0.546,0.5574,0.5803,0.6878,0.6451,0.5785,0.5343,0.4495,0.3758,0.4107,0.5828
356,"IND","India",0,1.36682684044427e-05,0,0,0.000295397403499717,0.00442435821295695,0.00155862705478953,0.000915210185452489,0.00422069788823411,0.00545558600961198,0.00548658336100242,0.00489018815758235,0.00488974788787236,0.0043681410022968,0.00486449404198316,0.00367695032965258,0.00318077142104638,0.00208872362607478,0.0021167103813472,0.00168812640111359,0.00292674874893248,0.00468690433476015,0.00522805364773105,0.0032033195492164,0.0136570385604475,0.0209495068190724,0.0270852697741596,0.0221035895907275,0.0199104433320615,0.0201043779963264,0.022214936135064,0.0231621604100895,0.0231503501250864,0.0208443942649262,0.0288177908549783,0.0378678944619267,0.0463918771090561,0.0341508867024736,0.0303327036328751,0.022213081002211,0.0222,0.0143091912155558,0.0201,0.020623223855434,0.0200900283249755,0.014370953821931,0.0142180048691929,0.0157627474838948,0.016234234410446,0.0322394154039875,0.0558415314207877,0.0698012006641935,0.073061006996391,0.063663901952339,0.0664019709115747,0.0830681418896893,0.102959836128465,0.101236117092894,0.10702309396371,0.11076460779282,0.137064507314933,0.13052411910112,0.128682182675229,0.120979447350272,0.12003074532263
