"code","iso","country","GOE.raw.1996","GOE.raw.1998","GOE.raw.2000","GOE.raw.2002","GOE.raw.2003","GOE.raw.2004","GOE.raw.2005","GOE.raw.2006","GOE.raw.2007","GOE.raw.2008","GOE.raw.2009","GOE.raw.2010","GOE.raw.2011","GOE.raw.2012","GOE.raw.2013","GOE.raw.2014","GOE.raw.2015","GOE.raw.2016","GOE.raw.2017","GOE.raw.2018"
414,"KWT","Kuwait",0.1158516,-0.0639357,-0.0835127,0.1073371,0.1247503,0.1039224,0.1745008,0.2872019,0.0996809,-0.0072513,0.2022372,0.1686341,0.0245808,-0.0703019,-0.0706692,-0.148399,-0.0332199,-0.1635327,-0.1765683,-0.0878059
417,"KGZ","Kyrgyzstan",-0.3805645,-0.1034535,-0.503099,-0.6167717,-0.5705335,-0.6829314,-0.8784107,-0.8058547,-0.7781291,-0.7883915,-0.9648597,-0.6516975,-0.6379848,-0.6494996,-0.6519046,-0.8654092,-0.9145042,-0.8956208,-0.711008,-0.6115379
418,"LAO","Laos",-0.6369361,-0.5798628,-0.7781562,-0.9143893,-1.001565,-0.9999511,-1.208072,-0.9770249,-0.8988742,-0.8755752,-0.9469504,-0.8600214,-0.8338493,-0.8377158,-0.7300481,-0.4153115,-0.5105657,-0.3982082,-0.3832197,-0.672724
428,"LVA","Latvia",0.4854589,0.2305293,0.3294605,0.5530607,0.6452475,0.6106073,0.5684978,0.6851262,0.4800134,0.5584953,0.6238099,0.70881,0.6981383,0.8384485,0.8890268,0.9585503,1.089444,1.005264,0.9037945,1.043452
422,"LBN","Lebanon",-0.1284974,-0.0106133,-0.1946665,-0.285045,-0.2101397,-0.2624758,-0.1877014,-0.256819,-0.3323657,-0.4174395,-0.4687417,-0.2792296,-0.2660723,-0.3467825,-0.3952204,-0.3755141,-0.4742917,-0.5385098,-0.5115919,-0.6402023
426,"LSO","Lesotho",-0.1241927,-0.0817896,-0.1310107,-0.0442861,-0.0888197,-0.3514833,-0.1359913,-0.4562086,-0.4258736,-0.4009566,-0.2942435,-0.3121285,-0.3092911,-0.3754399,-0.4172004,-0.5551813,-0.6725309,-0.8018591,-0.8552153,-0.8609057
430,"LBR","Liberia",-1.719503,-1.884888,-1.771939,-1.524153,-1.391365,-1.527378,-1.413871,-1.283121,-1.214605,-1.28367,-1.231153,-1.277085,-1.251019,-1.173728,-1.384766,-1.343056,-1.357068,-1.278931,-1.340944,-1.340831
434,"LBY","Libya",-0.8840264,-0.9364731,-1.094556,-1.003491,-0.8828622,-0.8475044,-1.043768,-1.064657,-1.221343,-1.178037,-1.089624,-1.097219,-1.312289,-1.474232,-1.471055,-1.69147,-1.653111,-1.891929,-1.773881,-1.847037
438,"LIE","Liechtenstein",1.670409,1.719049,1.708994,1.693717,1.669755,1.722658,1.558452,1.800742,1.763524,1.795092,1.802307,1.783509,1.770325,1.789564,1.754486,1.705179,1.689049,1.705849,1.764887,1.739037
440,"LTU","Lithuania",0.5274739,0.3136699,0.1445975,0.5597879,0.7632465,0.7121693,0.7792079,0.7263384,0.7018702,0.6169906,0.6935584,0.7432536,0.7037992,0.833409,0.8317371,0.9826534,1.184934,1.070065,0.965337,1.072398
442,"LUX","Luxembourg",1.959735,2.036945,1.973986,2.038897,1.920923,1.898921,1.777105,1.571362,1.592555,1.625627,1.74732,1.721774,1.748484,1.672072,1.629902,1.654433,1.724078,1.692346,1.683147,1.778221
446,"MAC","Macao",0.3885508,0.434052,0.6581553,0.8841883,1.410648,1.202667,1.292862,1.027619,0.9977152,1.021444,1.349699,1.355444,1.3319,1.09372,1.064194,1.468456,1.450002,1.182226,1.38082,1.204366
450,"MDG","Madagascar",-0.4482354,-0.7376647,-0.5750998,-0.3908238,-0.4111233,-0.4946465,-0.3535855,-0.5986828,-0.4644684,-0.6498098,-0.8023021,-0.9596365,-1.032421,-1.089096,-1.131114,-1.299322,-1.285604,-1.167727,-1.139607,-1.153121
454,"MWI","Malawi",-0.2869339,-0.2604285,-0.3374151,-0.7074963,-0.6868253,-0.7661783,-0.8116758,-0.8596497,-0.5369154,-0.545629,-0.4744326,-0.4106808,-0.4253919,-0.4786059,-0.4799153,-0.6281112,-0.6662121,-0.7259985,-0.6595258,-0.7286705
458,"MYS","Malaysia",0.5362827,0.7605563,1.057264,1.021576,1.162356,1.087762,1.092823,1.267115,1.238987,1.108519,0.983706,1.120518,1.021163,0.9198642,0.9998065,1.115127,0.9489561,0.8657749,0.8278642,1.075348
462,"MDV","Maldives",0.9012942,0.8848587,0.3684213,0.4016014,0.106854,-0.0064425,0.2022012,0.1291752,0.0750399,-0.2293086,-0.4402517,-0.207131,-0.3059179,-0.2151606,-0.3222612,-0.3616644,-0.3758673,-0.3214063,-0.4515913,-0.4884941
466,"MLI","Mali",-0.9984455,-0.9764479,-0.7980372,-0.5568049,-0.5700181,-0.6571354,-0.7059101,-0.7386594,-0.7510856,-0.7737022,-0.8013337,-0.8643363,-0.8222965,-0.9967953,-0.9028686,-1.099088,-0.9310304,-0.9927511,-0.936722,-1.004638
470,"MLT","Malta",0.9272897,0.9378154,1.10484,1.102384,0.937748,0.7983966,0.8227611,1.025022,1.20634,1.279612,1.173995,1.192727,1.195341,1.247961,1.257873,1.028362,0.8504284,0.9557845,1.004372,0.968796
584,"MHL","Marshall Islands",NA,-0.3988079,-0.829904,-1.132705,-1.04333,-0.9387149,-1.039871,-1.156603,-1.28839,-1.304649,-1.398362,-1.28125,-1.461915,-1.440415,-1.5658,-1.558409,-1.601155,-1.566244,-1.553341,-1.554391
478,"MRT","Mauritania",-0.1241927,-0.0552722,-0.1399762,0.0034894,0.046652,-0.4320766,-0.2922155,-0.8747498,-0.9067926,-0.9772067,-0.8949571,-0.9706828,-0.9495553,-0.9096129,-0.9986318,-0.991504,-1.026887,-0.7719472,-0.728227,-0.7266325
480,"MUS","Mauritius",0.2023246,0.3846072,0.4210844,0.4061629,0.7171742,0.6271924,0.6086835,0.6875621,0.7470747,0.7739719,0.776171,0.8658755,0.8734261,0.9816903,0.8819206,1.043637,1.056994,0.9611623,0.8994455,0.8760849
484,"MEX","Mexico",0.2253267,0.3636463,0.2423703,0.2705096,0.2065538,0.1228508,0.0681568,0.0914132,0.1687744,0.1873924,0.1752324,0.1624299,0.3078777,0.3426165,0.345396,0.1962345,0.2095713,0.1319136,-0.0299037,-0.153388
583,"FSM","Micronesia",NA,-0.3988079,-0.6505269,-0.7711372,-0.7865792,-0.6038283,-0.0956322,-0.3004403,-0.7275328,-0.72589,-0.7092258,-0.8025244,-0.7549889,-0.6432918,-0.5710909,-0.4975008,-0.3970087,-0.334954,0.0897447,-0.1488629
498,"MDA","Moldova",-0.2154653,-0.4047568,-0.5139062,-0.5559443,-0.6650279,-0.8699873,-0.7495598,-0.7872776,-0.820197,-0.773073,-0.5585664,-0.6626101,-0.618258,-0.5679132,-0.4090807,-0.4184042,-0.6547017,-0.6268807,-0.5276804,-0.4665205
492,"MCO","Monaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,"MNG","Mongolia",-0.3787304,-0.2613098,-0.2799023,-0.1510513,-0.2280668,-0.4103425,-0.3764116,-0.4841076,-0.5388252,-0.5280833,-0.6674092,-0.5719746,-0.5857292,-0.6361513,-0.5484818,-0.4355009,-0.4187603,-0.0980151,-0.264702,-0.2333477
499,"MNE","Montenegro",NA,NA,NA,NA,NA,NA,0.3544824,-0.1277386,-0.2223136,-0.0349911,-0.0219301,0.0901539,0.098416,0.13046,0.1600679,0.2651901,0.1556193,0.1314083,0.1750546,0.1311615
504,"MAR","Morocco",-0.1044111,-0.0034133,-0.0741051,-0.1475835,-0.1379356,-0.1260798,-0.2798505,-0.155644,-0.1704507,-0.1756016,-0.1404784,-0.1041628,-0.151642,-0.0591652,-0.0351245,-0.0745343,-0.06205,-0.1062014,-0.1935492,-0.2092959
508,"MOZ","Mozambique",-0.1440202,-0.3876752,-0.434672,-0.3778282,-0.4798625,-0.5411497,-0.5244129,-0.6244932,-0.5128091,-0.5113532,-0.5497075,-0.5825811,-0.6394116,-0.630087,-0.6132693,-0.7226681,-0.7463036,-0.863071,-0.8917449,-0.8742813
104,"MMR","Myanmar",-1.207594,-1.200367,-1.230591,-1.31476,-1.244308,-1.561635,-1.526451,-1.453449,-1.480536,-1.530751,-1.614053,-1.6179,-1.596835,-1.481391,-1.497102,-1.27935,-1.238595,-0.9762803,-1.052141,-1.068652
516,"NAM","Namibia",0.4316576,0.2169358,0.1579081,0.1412584,0.2274908,0.0632703,0.02189,0.0887336,0.0827654,0.1828262,0.1159105,0.0661187,0.0540624,0.1386618,0.1872248,0.113697,0.2481846,0.167302,0.2002399,0.106442
520,"NRU","Nauru",NA,NA,NA,NA,NA,NA,NA,NA,-0.5789648,-0.4321648,-0.3946568,-0.5599525,-0.5776834,-0.5562755,-0.5784758,-0.5685918,-0.5363368,-0.6883387,-0.434347,-0.076744
524,"NPL","Nepal",-0.3805645,-0.6211262,-0.4585488,-0.456825,-0.5159052,-0.7501413,-0.8523244,-0.9054664,-0.7107469,-0.8005978,-0.9502964,-0.8735455,-0.9025553,-0.9826987,-0.9262621,-0.8515413,-1.053647,-0.8264515,-0.8868762,-0.9023383
528,"NLD","Netherlands",1.942935,2.078732,2.070121,1.99657,2.020344,2.09252,1.942671,1.788718,1.728333,1.696206,1.739726,1.729366,1.788899,1.8134,1.783959,1.817106,1.832507,1.833539,1.851793,1.850466
540,"NCL","New Caledonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,"NZL","New Zealand",1.771767,1.693336,1.659819,1.738428,1.826235,1.961784,1.746396,1.587881,1.664326,1.678087,1.85184,1.816698,1.877562,1.801007,1.757802,1.932062,1.884376,1.843005,1.766153,1.670251
558,"NIC","Nicaragua",-0.5702199,-0.6164644,-0.6232481,-0.7664067,-0.6688396,-0.7323721,-0.8168674,-0.8769231,-0.9372625,-0.9061906,-0.9621149,-0.9621997,-0.9014012,-0.8949555,-0.8166822,-0.8379031,-0.8159055,-0.6885888,-0.6297874,-0.8024699
562,"NER","Niger",-1.169293,-1.030422,-1.042794,-0.8282536,-0.6711459,-0.6619204,-0.772457,-0.7782805,-0.7760658,-0.699199,-0.6521963,-0.6592782,-0.622551,-0.6826633,-0.7209283,-0.696187,-0.6546196,-0.6334934,-0.7042371,-0.7660425
566,"NGA","Nigeria",-0.9236356,-1.116363,-0.96401,-1.026831,-0.9565855,-0.9393838,-0.8927642,-0.9713684,-1.042838,-0.9768379,-1.214644,-1.165138,-1.096175,-0.9964767,-0.9920399,-1.186017,-0.9588076,-1.087536,-1.012332,-1.022591
570,"NIU","Niue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.9838497,-1.011447,-0.9730711,-0.9988101,-0.9940472,NA,NA,NA,NA,NA
408,"PRK","North Korea",-1.89035,-1.94563,-1.836376,-1.848171,-1.800173,-1.733838,-1.721864,-1.752914,-2.08459,-2.022049,-1.77816,-1.86628,-1.871275,-1.911015,-1.901436,-1.640784,-1.632616,-1.626832,-1.671727,-1.57276
807,"MKD","North Macedonia",-0.6407332,-0.6040772,-0.7481189,-0.5187778,-0.368607,-0.1826979,-0.3286524,-0.1147264,-0.2117144,-0.0189868,-0.0511887,-0.0899654,-0.1076884,-0.0701415,-0.0528186,0.1316635,0.1183688,0.1037967,0.1474429,0.0902431
578,"NOR","Norway",1.950876,1.984174,1.897057,1.895618,1.89888,2.080887,1.864108,1.879103,2.024723,1.84209,1.841375,1.878928,1.837559,1.909127,1.884967,1.828457,1.864499,1.869375,1.983223,1.887119
512,"OMN","Oman",0.4394189,0.4493591,0.3168724,0.3918081,0.4987276,0.484034,0.3262324,0.3122646,0.3354644,0.4195092,0.3839098,0.3778546,0.2512203,0.2645408,0.2141149,0.2658027,0.0814258,0.1919464,0.1929151,0.1865782
586,"PAK","Pakistan",-0.6241546,-0.4645905,-0.5973354,-0.4066568,-0.4030545,-0.4629056,-0.4531181,-0.375228,-0.479456,-0.7237101,-0.8008026,-0.7658589,-0.8179008,-0.7779331,-0.7918035,-0.7550009,-0.6675183,-0.6533357,-0.5976382,-0.6338443
585,"PLW","Palau",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.6009423,-0.5462212,-0.8493041,-0.5776834,-0.5562755,-0.5784758,-0.5685918,-0.5363368,-0.4016517,-0.2293862,-0.0121242
591,"PAN","Panama",0.2235785,0.3824033,0.2559116,0.0295363,-0.0568805,-0.0722677,0.0693119,0.0671504,0.1382022,0.1234344,0.1434586,0.1372251,0.0858171,0.2850275,0.2886036,0.2621191,0.2921956,0.1857315,0.0218192,-0.019452
598,"PNG","Papua New Guinea",-0.3401964,-0.5003642,-0.4300175,-0.4665455,-0.6049654,-0.6469778,-0.875283,-0.7484823,-0.6539661,-0.6948548,-0.739181,-0.7185556,-0.7111131,-0.740658,-0.6630088,-0.6126937,-0.6065412,-0.7374462,-0.6654906,-0.6773402
600,"PRY","Paraguay",-0.9094673,-1.059662,-1.158424,-1.074348,-0.920839,-0.9492918,-0.796317,-0.9595747,-0.8687558,-0.8867102,-0.9216511,-0.9323817,-0.8445076,-0.889456,-0.8721671,-0.9191684,-0.9483867,-0.7923338,-0.8237901,-0.5172144
604,"PER","Peru",0.0341112,0.1710988,-0.0648075,-0.3410112,-0.4384263,-0.5122411,-0.6127201,-0.6693524,-0.5212563,-0.3564379,-0.4166843,-0.1911707,-0.1571881,-0.1449162,-0.1147713,-0.2667779,-0.2769882,-0.1786185,-0.1295326,-0.2454309
608,"PHL","Philippines",-0.3132541,0.0259526,-0.1756712,-0.1292202,-0.1031132,-0.2364625,-0.040945,-0.1313469,0.0731165,0.016421,-0.0265842,0.001555,0.090305,0.1081914,0.1184862,0.1930268,0.1122431,-0.0102371,-0.0494255,0.0495094
616,"POL","Poland",0.6811826,0.6851199,0.6061649,0.5051503,0.5459217,0.4659075,0.4783568,0.3737843,0.3872338,0.4732433,0.5317568,0.640949,0.6207488,0.6756304,0.7225148,0.8273836,0.7987829,0.7065664,0.6430409,0.6626508
620,"PRT","Portugal",1.27419,1.162669,1.023967,1.205846,1.166833,1.064095,1.056517,0.8745383,0.9007416,1.085485,1.156265,1.010235,0.9471941,1.035028,1.230732,0.9885908,1.220341,1.209821,1.332028,1.208909
634,"QAT","Qatar",0.556377,0.463853,0.4529074,0.4957557,0.4987276,0.5282899,0.4039587,0.5794296,0.4442961,0.6013125,0.9654891,0.8451837,0.7540052,0.937022,1.057716,0.9447956,0.9549182,0.7355127,0.7404983,0.6312364
178,"COG","Republic of Congo",-1.169293,-1.129876,-1.264704,-1.254409,-1.23332,-1.086062,-1.270692,-1.256063,-1.322266,-1.220554,-1.226726,-1.227733,-1.195285,-1.173946,-1.155924,-1.11031,-1.022191,-1.096795,-1.198483,-1.217236
642,"ROU","Romania",-0.2869339,-0.5690975,-0.3731693,-0.2003612,-0.2584385,-0.2056146,-0.3068253,-0.2101832,-0.3190752,-0.3241724,-0.3597497,-0.2655292,-0.3289806,-0.3119501,-0.0744246,-0.0259938,-0.0561306,-0.1690356,-0.1721281,-0.2534418
643,"RUS","Russia",-0.4522266,-0.7270258,-0.7200032,-0.3102288,-0.4012094,-0.4406824,-0.5004948,-0.4380455,-0.3874615,-0.3622768,-0.413452,-0.4688114,-0.4707654,-0.4204746,-0.354852,-0.109315,-0.2044424,-0.1972386,-0.0756261,-0.0608858
646,"RWA","Rwanda",-1.14968,-0.877933,-0.6453785,-0.90913,-0.6945167,-0.5569205,-0.9069124,-0.2541009,-0.1950561,-0.1310468,-0.1503173,-0.0542929,0.0704055,-0.0482539,0.0197235,-0.0253321,-0.0458434,0.0981101,0.2668521,0.2068089
652,"BLM","Saint Barthelemy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,"KNA","Saint Kitts and Nevis",NA,-0.3988079,-0.0582457,-0.2800172,-0.3011952,0.0548022,0.944759,0.6719891,0.6177889,0.6902903,0.7936897,0.7120712,0.7634993,0.8370658,0.8941193,-0.0717925,0.1173119,0.1416009,0.5605542,0.5514148
662,"LCA","Saint Lucia",NA,-0.2653639,0.0841761,-0.1342994,0.0040619,0.1408834,0.9871983,0.6719891,0.6177889,0.6902903,0.8761846,0.8034889,0.8511567,0.6637753,0.706974,-0.016266,-0.0792276,0.0281246,0.26535,0.1956703
670,"VCT","Saint Vincent and the Grenadines",NA,-0.1319198,0.0841761,-0.1342994,-0.1485667,0.1673153,0.944759,0.6719891,0.6177889,0.6902903,0.7936897,0.7120712,0.7634993,0.8370658,0.8941193,0.1319191,0.0298701,0.217218,0.26535,0.1956703
882,"WSM","Samoa",0.3885508,0.3302499,0.4412707,0.4465011,0.4509122,0.0639811,0.4612368,0.3234423,0.2026847,0.1640486,0.0305289,-0.0390187,-0.0094426,-0.0190295,0.0246412,0.4548398,0.5085092,0.5406813,0.6161818,0.5907587
674,"SMR","San Marino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,"STP","Sao Tome and Principe",-0.3805645,-0.612927,-0.4550475,-0.5639756,-0.5715816,-0.6055207,-0.6822467,-0.7732206,-0.7054042,-0.6739241,-0.6595207,-0.7941526,-0.7020682,-0.6789475,-0.7258032,-0.817302,-0.7509078,-0.6721189,-0.7500911,-0.6393903
682,"SAU","Saudi Arabia",-0.1836293,-0.2031298,-0.2195477,-0.3027218,-0.3043756,-0.3561915,-0.3747793,-0.1700445,-0.1191317,-0.0889558,-0.0964172,-0.0069224,-0.3030069,0.0349834,0.0731393,0.2077309,0.1999344,0.2612624,0.2572388,0.3234982
686,"SEN","Senegal",0.0762425,-0.1040771,-0.1153433,0.0066169,-0.2607708,-0.1654776,-0.2282515,-0.2871803,-0.4743536,-0.1558527,-0.5117806,-0.5799341,-0.4963745,-0.4661634,-0.418516,-0.4039444,-0.4264445,-0.4539246,-0.3174974,-0.2678156
688,"SRB","Serbia",-1.06468,-0.8846064,-0.8451636,-0.5066521,-0.6210334,-0.2136248,-0.3310836,-0.208798,-0.2283539,-0.1915558,-0.0392316,-0.0459862,-0.0898259,-0.1018853,-0.086723,0.0896169,0.1111203,0.0796595,0.1842694,0.1116198
690,"SYC","Seychelles",0.6449225,0.3059201,0.0593204,0.1746603,0.1002949,0.0435342,0.1449615,-0.0166655,0.0803886,0.0883821,0.1320166,0.2027419,0.2757331,0.3952843,0.3820674,0.3607702,0.4228553,0.370023,0.4147626,0.502284
694,"SLE","Sierra Leone",-1.409645,-1.384434,-1.397411,-1.463331,-1.154588,-1.083427,-1.341319,-1.110577,-1.153077,-1.150523,-1.203065,-1.21574,-1.192158,-1.2257,-1.225447,-1.243714,-1.2499,-1.170677,-1.175757,-1.142948
702,"SGP","Singapore",1.993047,2.148715,2.199069,1.854913,1.947802,1.989663,1.958422,2.212474,2.375459,2.436975,2.270797,2.241407,2.154786,2.166091,2.088955,2.182617,2.236419,2.206245,2.220098,2.231474
534,"SXM","Sint Maarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
703,"SVK","Slovakia",0.4598627,0.5401694,0.6055269,0.6015927,0.7055912,0.873967,0.9271799,0.8825375,0.7320563,0.864835,0.8689756,0.8371224,0.8325479,0.8363792,0.7891342,0.8762358,0.8377234,0.8940681,0.8006557,0.7074615
705,"SVN","Slovenia",0.8871602,0.8256007,0.7519338,0.9180992,1.080824,0.9227307,0.8928185,0.96356,0.936191,1.187827,1.154734,1.026441,0.9895115,1.03165,1.013163,1.00516,0.9724185,1.127259,1.170688,1.125806
90,"SLB","Solomon Islands",NA,-0.79914,-0.9589807,-2.046691,-2.270754,-1.270239,-0.6683773,-1.008063,-1.078741,-0.9970134,-1.099491,-0.954461,-0.8646617,-0.8060077,-0.823834,-1.068035,-1.024377,-0.9846512,-1.00636,-1.054241
706,"SOM","Somalia",-1.959855,-2.06533,-2.195506,-1.511303,-1.986113,-2.052327,-2.128412,-2.191086,-2.226296,-2.402195,-2.228903,-2.208117,-2.140683,-2.200339,-2.217361,-2.445876,-2.196855,-2.191046,-2.216206,-2.19103
710,"ZAF","South Africa",1.020496,0.6576368,0.7290566,0.6730514,0.6926963,0.6412201,0.642373,0.4445405,0.469179,0.5094988,0.4802645,0.3921409,0.4053512,0.3456312,0.4382925,0.3410892,0.2918086,0.3064397,0.2886106,0.3403786
410,"KOR","South Korea",0.4737186,0.3630948,0.7543431,0.906771,0.9240439,0.9010343,0.9906011,1.045397,1.236837,1.05099,1.094725,1.204664,1.252769,1.199333,1.125552,1.164746,1.012394,1.064042,1.072764,1.182665
728,"SSD","South Sudan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.882391,-1.584737,-1.679247,-2.068171,-2.163074,-2.353382,-2.483661,-2.449409
724,"ESP","Spain",1.620027,1.661105,1.762162,1.84743,1.881454,1.3527,1.50673,0.8372024,0.9933218,0.9203469,0.9458322,0.9947988,1.027235,1.120682,1.154523,1.159705,1.174035,1.115842,1.033854,1.002136
144,"LKA","Sri Lanka",-0.1836293,-0.3672959,-0.2976088,-0.0406734,-0.203533,-0.4235739,-0.3130901,-0.1612208,-0.0842959,-0.1228165,-0.1481891,-0.1950061,-0.1114319,-0.2075322,-0.1698639,0.0538776,-0.0092562,-0.0261695,-0.1479775,-0.2353793
275,"PSE","State of Palestine",-1.14968,-1.107944,-1.180812,-1.004711,-1.18042,-0.7753586,-1.055691,-0.9685308,-1.101114,-1.269024,-0.6704639,-0.3687704,-0.5929026,-0.7112103,-0.7256384,-0.4878875,-0.4738435,-0.6354337,-0.4019381,-0.7608902
729,"SDN","Sudan",-0.987331,-1.191713,-1.165833,-1.105995,-1.248704,-1.217169,-1.395975,-1.137103,-1.099121,-1.269249,-1.24763,-1.343785,-1.376675,-1.419657,-1.485421,-1.532044,-1.475872,-1.515177,-1.433255,-1.619857
740,"SUR","Suriname",-0.6885879,-0.468372,-0.129114,-0.1733357,-0.1099384,-0.0289953,-0.0543167,-0.3219694,-0.2752068,-0.1229598,-0.074502,-0.1037182,-0.1185168,-0.0096941,-0.0158028,-0.1759236,-0.3458428,-0.3379573,-0.6171899,-0.6553037
752,"SWE","Sweden",1.921917,1.95586,1.962457,2.026078,2.082848,2.12182,1.892862,1.804315,2.025398,1.956433,2.045359,2.004213,1.965064,1.95701,1.909026,1.803889,1.815902,1.773643,1.837576,1.830975
756,"CHE","Switzerland",1.757081,1.978873,2.042147,2.000211,1.817973,2.180724,1.851264,2.078077,2.042494,2.037171,1.948745,1.876344,1.867497,1.891962,1.824577,2.112258,1.998052,2.008593,2.056261,2.039621
760,"SYR","Syria",-0.8048082,-1.061173,-0.9585211,-0.8806182,-1.094079,-1.04437,-1.139666,-0.9165604,-0.8090644,-0.66196,-0.5971799,-0.6050934,-0.5047666,-1.148971,-1.400502,-1.400045,-1.590413,-1.818922,-1.769772,-1.671169
158,"TWN","Taiwan",0.5534753,0.8474706,0.7394254,0.7920457,0.978484,1.113148,0.9493285,1.196756,1.114303,1.136482,1.161016,1.176271,1.147299,1.154063,1.210947,1.367834,1.395764,1.36144,1.263607,1.362331
762,"TJK","Tajikistan",-1.406051,-1.411776,-1.19373,-1.230195,-1.106954,-0.9745044,-1.151114,-1.057266,-1.110595,-1.072905,-1.106588,-0.9184335,-0.9482788,-0.9311347,-1.058447,-0.7826094,-0.8482506,-1.026858,-1.114859,-1.097704
834,"TZA","Tanzania",-0.6878501,-0.4514971,-0.4171183,-0.4018779,-0.3968551,-0.4615989,-0.4113697,-0.3844429,-0.3966934,-0.492632,-0.5992887,-0.5974768,-0.6516141,-0.6914189,-0.7097701,-0.6550456,-0.6019729,-0.5456084,-0.6340906,-0.7562658
764,"THA","Thailand",0.1802246,0.0914752,0.2110565,0.3096918,0.3663059,0.3153662,0.396297,0.4517171,0.3614826,0.2205064,0.267293,0.1877606,0.2058535,0.2246817,0.248,0.3379512,0.35013,0.342031,0.3849669,0.3499596
626,"TLS","Timor-Leste",NA,NA,NA,-0.7348684,-0.9260253,-0.6770105,-0.9939452,-1.195935,-1.131906,-1.047847,-1.171952,-1.224438,-1.153588,-1.18081,-1.231252,-1.180595,-1.045532,-1.014302,-0.9972163,-0.9826074
768,"TGO","Togo",-0.6885879,-0.8860267,-1.144301,-1.275907,-1.425126,-1.553384,-1.442014,-1.535074,-1.533087,-1.496573,-1.377884,-1.389187,-1.3666,-1.314133,-1.294959,-1.249514,-1.193058,-1.068534,-1.124991,-1.057791
776,"TON","Tonga",NA,-0.2653639,-0.4760423,-0.8094302,-0.480364,-0.6049421,-0.547692,-0.6578344,-0.4798011,-0.4582746,-0.3544413,-0.3172054,-0.3636558,-0.4080352,-0.4044648,-0.0691487,-0.3302171,-0.2820505,-0.2178819,0.1393548
780,"TTO","Trinidad and Tobago",-0.1044111,0.2984492,0.4476617,0.3621133,0.4575793,0.3485296,0.1727507,0.1086852,0.1961451,0.1723387,0.2864292,0.266488,0.3248188,0.4105982,0.3621852,0.2720782,0.2324652,0.2277821,0.2594023,0.1902379
788,"TUN","Tunisia",0.3757234,0.5322959,0.4959717,0.5826996,0.508504,0.436589,0.3818819,0.6435238,0.4686667,0.3088502,0.3813874,0.2184257,0.0226407,-0.0344481,-0.0735112,-0.1196455,-0.1202786,-0.2290026,-0.0816317,-0.1052618
792,"TUR","Turkey",-0.0761272,-0.2648129,0.0112807,0.0831476,0.0522938,0.0088391,0.1542038,0.1200856,0.3065605,0.2686568,0.2779772,0.2949708,0.3486361,0.4085236,0.3812184,0.3652422,0.222985,0.0484783,0.0767119,0.0060968
795,"TKM","Turkmenistan",-1.14968,-1.174292,-1.273091,-1.455165,-1.465225,-1.643842,-1.607924,-1.52604,-1.4318,-1.424742,-1.445099,-1.56353,-1.603864,-1.2571,-1.281882,-0.8422028,-0.8504757,-1.126611,-1.21182,-1.044102
796,"TCA","Turks and Caicos Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
798,"TUV","Tuvalu",NA,NA,0.5015961,0.0162519,-1.06835,-0.7793114,0.0230278,-0.337794,-0.4507216,-0.5716191,-0.4428224,-0.4873216,-0.7950383,-0.693237,-0.6593137,-0.9266859,-0.9635205,-0.9256202,-0.7436759,-0.6936518
800,"UGA","Uganda",-0.6878501,-0.3989716,-0.4012285,-0.4381391,-0.3801131,-0.3913794,-0.5569747,-0.5415385,-0.4323176,-0.5836249,-0.6237722,-0.5250553,-0.5155811,-0.5700184,-0.5859425,-0.5014763,-0.4846786,-0.5712523,-0.5775861,-0.6060399
804,"UKR","Ukraine",-0.6700802,-0.8750501,-0.6968685,-0.6184562,-0.582067,-0.6028258,-0.6397141,-0.4910056,-0.6666756,-0.7180725,-0.8338413,-0.784709,-0.824128,-0.5830625,-0.6457505,-0.4134186,-0.5235834,-0.5722786,-0.4575811,-0.4152199
784,"ARE","United Arab Emirates",0.7766396,0.7941078,0.7914957,0.8454782,0.5811338,0.6989811,0.7105103,0.9438545,0.9238287,0.8766494,0.9909846,0.8979611,1.055263,1.14961,1.176368,1.435521,1.509608,1.415928,1.41558,1.431291
826,"GBR","United Kingdom",1.882196,1.932944,1.848113,1.840956,1.810524,1.889605,1.766596,1.670994,1.648174,1.643775,1.512003,1.568379,1.558901,1.547542,1.495451,1.62673,1.743745,1.601618,1.414133,1.341884
840,"USA","United States of America",1.52492,1.764996,1.802651,1.6802,1.602976,1.761568,1.536153,1.58617,1.649809,1.613998,1.506894,1.557596,1.519567,1.529326,1.523666,1.467586,1.463522,1.476793,1.554298,1.576998
